row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGÂN HẠN,,4.187.241.350.048,5.846.125.889.883,,,4187241350048.0,5846125889883.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,437.921.796.024,400.931.370.621,,5.0,437921796024.0,400931370621.0
111,111,111,1. Tiền,,343.801.796.024,358.431.370.621,,,343801796024.0,358431370621.0
112,112,112,2. Các khoản tương đương tiền,,94.120.000.000,42.500.000.000,,,94120000000.0,42500000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,69.960.000.000,281.083.668.341,,,69960000000.0,281083668341.0
121,121,121,1. Chứng khoán kinh doanh,6.1,-,211.011.435.581,,61.0,,211011435581.0
123,123,123,2. Đầu tư nắm giữ đến ngày đáo hạn,6.2,69.960.000.000,70.072.232.760,,62.0,69960000000.0,70072232760.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.779.093.988.139,1.716.004.009.091,,,1779093988139.0,1716004009091.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,824.009.421.636,578.297.060.672,,71.0,824009421636.0,578297060672.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,518.436.244.442,518.504.133.606,,72.0,518436244442.0,518504133606.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,182.894.497.583,356.412.907.338,,8.0,182894497583.0,356412907338.0
136,136,136,4. Phải thu ngắn hạn khác,9,295.879.783.991,282.821.967.188,,9.0,295879783991.0,282821967188.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,10,(42.125.959.513),(20.032.059.713),,10.0,-42125959513.0,-20032059713.0
140,140,140,IV. Hàng tồn kho,11,1.756.579.336.824,3.248.699.469.933,,11.0,1756579336824.0,3248699469933.0
141,141,141,1. Hàng tồn kho,,1.756.579.336.824,3.248.699.469.933,,,1756579336824.0,3248699469933.0
150,150,150,V. Tài sản ngắn hạn khác,,143.686.229.061,199.407.371.897,,,143686229061.0,199407371897.0
151,151,151,1. Chi phí trả trước ngắn hạn,,1.161.748.848,1.346.146.151,,,1161748848.0,1346146151.0
152,152,152,2. Thuế GTGT được khấu trừ,20,121.986.474.943,165.369.830.229,,20.0,121986474943.0,165369830229.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,20,20.538.005.270,32.691.395.517,,20.0,20538005270.0,32691395517.0
