row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,9.901.226.888.951,10.584.042.812.130,,,9901226888951.0,10584042812130.0
310,310,310,I. Nợ ngắn hạn,,4.032.303.775.441,5.791.203.680.258,,,4032303775441.0,5791203680258.0
311,311,311,1. Phải trả người bán ngắn hạn,19.1,532.649.203.350,710.318.520.808,,191.0,532649203350.0,710318520808.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19.2,1.301.982.510.565,2.987.172.341.591,,192.0,1301982510565.0,2987172341591.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,272.078.205.071,147.833.073.485,,20.0,272078205071.0,147833073485.0
314,314,314,4. Phải trả người lao động,,35.359.827.365,53.047.582.581,,,35359827365.0,53047582581.0
315,315,315,5. Chi phí phải trả ngắn hạn,21,533.257.384.964,441.416.598.026,,21.0,533257384964.0,441416598026.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,23,26.249.518.513,775.622.965,,23.0,26249518513.0,775622965.0
319,319,319,7. Phải trả ngắn hạn khác,22,463.082.092.562,283.900.974.186,,22.0,463082092562.0,283900974186.0
320,320,320,8. Vay ngắn hạn,24,849.912.870.906,1.126.432.771.612,,24.0,849912870906.0,1126432771612.0
321,321,321,9. Dự phòng phải trả ngắn hạn,,-,10.902.945.445,,,,10902945445.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",25,17.732.162.145,29.403.249.559,,25.0,17732162145.0,29403249559.0
330,330,330,II. Nợ dài hạn,,5.868.923.113.510,4.792.839.131.872,,,5868923113510.0,4792839131872.0
333,333,333,1. Chi phí phải trả dài hạn,21,28.424.657.534,-,,21.0,28424657534.0,
336,336,336,2. Doanh thu chưa thực hiện dài hạn,23,20.098.545.120,-,,23.0,20098545120.0,
337,337,337,3. Phải trả dài hạn khác,22,28.056.528.486,21.820.338.125,,22.0,28056528486.0,21820338125.0
338,338,338,4. Vay dài hạn,24,5.717.906.456.119,4.694.146.924.184,,24.0,5717906456119.0,4694146924184.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,33.3,74.191.440.495,76.157.259.081,,333.0,74191440495.0,76157259081.0
342,342,342,6. Dự phòng phải trả dài hạn,,245.485.756,714.610.482,,,245485756.0,714610482.0
