row_label_raw,row_label_full,Mã số,Khoản mục,Thuyết minh,Số trước điều chỉnh,Điều chỉnh,Đơn vị tính: VND,numeric__Khoản mục,numeric__Thuyết minh,numeric__Số trước điều chỉnh,numeric__Điều chỉnh,numeric__Đơn vị tính: VND
BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,,,,,
123,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 123,123,Đầu tư nắm giữ đếnngày đáo hạn,(i),38.441.811.260,31.630.421.500,70.072.232.760,,,38441811260.0,31630421500.0,70072232760.0
141,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 141,141,Hàng tôn kho,(ii),3.498.007.456.263,(249.307.986.330),3.248.699.469.933,,,3498007456263.0,-249307986330.0,3248699469933.0
222,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 222,222,Nguyên giá – Tài sản cố định hữu hình,(iii),3.986.215.314.554,304.552.735.114,4.290.768.049.668,,,3986215314554.0,304552735114.0,4290768049668.0
223,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 223,223,Giá trị khấu hao lũy kế,(iii),(880.876.624.503),(42.360.288.574),(923.236.913.077),,,-880876624503.0,-42360288574.0,-923236913077.0
231,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 231,231,Nguyên giá – Bất động sản đầu tư,"(iii), (v)",1.521.918.111.201,(791.699.964.385),730.218.146.816,,,1521918111201.0,-791699964385.0,730218146816.0
232,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 232,232,Giá trị khấu hao lũy kế,(iii),(137.201.466.381),42.360.288.574,(94.841.177.807),,,-137201466381.0,42360288574.0,-94841177807.0
242,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 242,242,Chi phí xây dựng cơ bản đồ đang,"(ii), (v)",2.824.966.311.823,736.455.215.601,3.561.421.527.424,,,2824966311823.0,736455215601.0,3561421527424.0
255,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 255,255,Đầu tư nắm giữ đếnngày đáo hạn,(i),39.310.421.500,(31.630.421.500),7.680.000.000,,,39310421500.0,-31630421500.0,7680000000.0
262,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 262,262,Tài sản thuế thu nhập hoãn lại,(vi),79.773.868.721,(6.346.220.868),73.427.647.853,,,79773868721.0,-6346220868.0,73427647853.0
312,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 312,312,Người mua trả tiền trước,(vi),3.014.341.529.152,(27.169.187.561),2.987.172.341.591,,,3014341529152.0,-27169187561.0,2987172341591.0
313,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 313,313,Thuế và các khoản phải nộp Nhà nước,,148.588.976.032,(755.902.547),147.833.073.485,,,148588976032.0,-755902547.0,147833073485.0
320,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 320,320,Vay ngắn hạn,(iv),1.183.432.771.612,(57.000.000.000),1.126.432.771.612,,,1183432771612.0,-57000000000.0,1126432771612.0
338,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 338,338,Vay dài hạn,(iv),4.637.146.924.184,57.000.000.000,4.694.146.924.184,,,4637146924184.0,57000000000.0,4694146924184.0
341,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 341,341,Thuế thu nhập hoãn lại phải trả,"(vii), (viii)",50.138.911.800,26.018.347.281,76.157.259.081,,,50138911800.0,26018347281.0,76157259081.0
421,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > 421,421,Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,"(vi), (vii), (viii)",557.419.523.092,13.690.432.412,571.109.955.504,,,557419523092.0,13690432412.0,571109955504.0
