row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm(Trình bày lại)
Dự án Thủy điện Đắk Mi 2,Dự án Thủy điện Đắk Mi 2,Dự án Thủy điện Đắk Mi 2,2.471.989.703.398,1.744.725.298.904,2471989703398.0,1744725298904.0
Dự án Thủy điện Sông Tranh 4,Dự án Thủy điện Sông Tranh 4,Dự án Thủy điện Sông Tranh 4,1.224.273.610.931,861.613.927.880,1224273610931.0,861613927880.0
Khách sạn thuộc dự án Bảo Đại,Khách sạn thuộc dự án Bảo Đại,Khách sạn thuộc dự án Bảo Đại,176.733.502.381,163.671.172.125,176733502381.0,163671172125.0
Dự án Điện gió 7A,Dự án Điện gió 7A,Dự án Điện gió 7A,37.585.264.802,-,37585264802.0,
Dự án Hà Đô Centrosa Gardern,Dự án Hà Đô Centrosa Gardern,Dự án Hà Đô Centrosa Gardern,-,252.170.781.920,,252170781920.0
Các dự án khác,Các dự án khác,Các dự án khác,556.134.488.003,539.240.346.595,556134488003.0,539240346595.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.466.716.569.515,3.561.421.527.424,4466716569515.0,3561421527424.0
