row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,9.691.406.384.759,8.013.848.689.713,,,9691406384759.0,8013848689713.0
210,210,210,I. Các khoản phải thu dài hạn,9,5.413.764.280,8.974.964.280,,9.0,5413764280.0,8974964280.0
216,216,216,1. Phải thu dài hạn khác,,5.413.764.280,8.974.964.280,,,5413764280.0,8974964280.0
220,220,220,II. Tài sản cố định,,4.182.495.927.623,3.620.740.616.468,,,4182495927623.0,3620740616468.0
221,221,221,1. Tài sản cố định hữu hình,12,3.844.559.219.827,3.367.531.136.591,,12.0,3844559219827.0,3367531136591.0
222,222,222,Nguyên giá,,4.926.827.775.095,4.290.768.049.668,,,4926827775095.0,4290768049668.0
223,223,223,Giá trị khấu hao lũy kế,,(1.082.268.555.268),(923.236.913.077),,,-1082268555268.0,-923236913077.0
227,227,227,2. Tài sản cố định vô hình,13,337.936.707.796,253.209.479.877,,13.0,337936707796.0,253209479877.0
228,228,228,Nguyên giá,,341.024.942.656,260.167.622.674,,,341024942656.0,260167622674.0
229,229,229,Giá trị hao mòn lũy kế,,(3.088.234.860),(6.958.142.797),,,-3088234860.0,-6958142797.0
230,230,230,III. Bất động sản đầu tư,14,842.572.996.055,635.376.969.009,,14.0,842572996055.0,635376969009.0
231,231,231,1. Nguyên giá,,966.289.931.974,730.218.146.816,,,966289931974.0,730218146816.0
232,232,232,2. Giá trị hao mòn lũy kế,,(123.716.935.919),(94.841.177.807),,,-123716935919.0,-94841177807.0
240,240,240,IV. Tài sản dở dang dài hạn,,4.498.142.461.102,3.592.380.144.080,,,4498142461102.0,3592380144080.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",11,31.425.891.587,30.958.616.656,,11.0,31425891587.0,30958616656.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,16,4.466.716.569.515,3.561.421.527.424,,16.0,4466716569515.0,3561421527424.0
250,250,250,V. Đầu tư tài chính dài hạn,17,6.130.000.000,7.810.000.000,,17.0,6130000000.0,7810000000.0
252,252,252,1. Đầu tư vào công ty liên kết,17.1,130.000.000,130.000.000,,171.0,130000000.0,130000000.0
255,255,255,2. Đầu tư nằm giữ đến ngày đáo hạn,17.2,6.000.000.000,7.680.000.000,,172.0,6000000000.0,7680000000.0
260,260,260,VI. Tài sản dài hạn khác,,156.651.235.699,148.565.995.876,,,156651235699.0,148565995876.0
261,261,261,1. Chi phí trả trước dài hạn,,29.236.913.331,11.902.579.727,,,29236913331.0,11902579727.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,33.3,71.454.010.527,73.427.647.853,,333.0,71454010527.0,73427647853.0
268,268,268,3. Tài sản dài hạn khác,,-,15.000.000,,,,15000000.0
269,269,269,4. Lợi thế thương mại,18,55.960.311.841,63.220.768.296,,18.0,55960311841.0,63220768296.0
270,270,270,TỔNG CỘNG TÀI SẢN,,13.878.647.734.807,13.859.974.579.596,,,13878647734807.0,13859974579596.0
