row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Đơn vị tính: VND > Số đầu năm,Đơn vị tính: VND > Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
"Nguyên liệu,vật liệu","Nguyên liệu,vật liệu","Nguyên liệu,vật liệu",1.351.748.535.230,(3.612.612.069),984.509.348.173,(8.528.986.009),1351748535230.0,-3612612069.0,984509348173.0,-8528986009.0
Thành phẩm,Thành phẩm,Thành phẩm,1.032.834.555.113,(5.589.812.086),1.056.984.920.254,(9.748.764.541),1032834555113.0,-5589812086.0,1056984920254.0,-9748764541.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,427.256.606.776,(5.085.538.788),398.151.147.569,-,427256606776.0,-5085538788.0,398151147569.0,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,197.555.469.280,,123.104.564.619,-,197555469280.0,,123104564619.0,
Hàng hóa,Hàng hóa,Hàng hóa,29.797.157.298,(4.820.381.989),8.796.845.104,-,29797157298.0,-4820381989.0,8796845104.0,
Hàng gửi bán,Hàng gửi bán,Hàng gửi bán,17.108.196.885,-,7.629.885.069,-,17108196885.0,,7629885069.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",2.158.205.452,-,2.579.067.182,-,2158205452.0,,2579067182.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.058.458.726.034,(19.108.344.932),2.581.755.777.970,(18.277.750.550),3058458726034.0,-19108344932.0,2581755777970.0,-18277750550.0
