row_label_raw,row_label_full,Trong đó:,Trong đó:_1,Trong đó:_2,numeric__Trong đó:_1,numeric__Trong đó:_2
Phải trả các bên liên quan (Thuyết minh số 30),Phải trả các bên liên quan (Thuyết minh số 30),Phải trả các bên liên quan (Thuyết minh số 30),26.850.321.654,27.945.205,26850321654.0,27945205.0
Phải trả các bên khác,Phải trả các bên khác,Phải trả các bên khác,1.604.282.813.871,742.720.997.234,1604282813871.0,742720997234.0
