row_label_raw,row_label_full,STT,Tên công ty,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Địa chỉ trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động chính
1,1,1,Công ty Cổ phần Dây cấp Điện Việt Nam (“Cadivi”),"95,82%","95,82%","Số 70-72 Nam Kỳ Khởi Nghĩa, quận 1, thành phố Hồ Chí Minh",Sản xuất kinh doanh dây và cấp điện,,0.9581999999999999,0.9581999999999999,,
2,2,2,Công ty Cổ phần Chế tạo Điện cơ Hà Nội (“HEM”),"77,01%","77,01%","Km12 đường Cầu Diễn, phường Phúc Diễn, quận Bắc Từ Liêm, thành phố Hà Nội","Sản xuất, chế tạo, kinh doanh động cơ điện và thiết bị điện",,0.7701,0.7701,,
3,3,3,Công ty Cổ phần Thiết bị Điện (“Thibidi”),"89,69%","89,69%","Đường số 9, Khu công nghiệp Biên Hoà 1, phường An Bình, thành phố Biên Hòa, tỉnh Đồng Nai","Sản xuất, chế tạo, kinh doanh thiết bị điện",,0.8969,0.8969,,
4,4,4,Công ty Cổ phần Thiết bị Đo điện EMIC (“Emic”),"74,99%","74,99%","Số 52 Lê Đại Hành, phường Lê Đại Hành, quận Hai Bà Trưng, thành phố Hà Nội","Sản xuất, chế tạo, kinh doanh thiết bị đo điện",,0.7498999999999999,0.7498999999999999,,
5,5,5,Công ty Dây đồng Việt Nam CFT (“CFT”),100%,100%,"Đường số 9, KCN Biên Hoà 1, phường An Bình, thành phố Biên Hòa, tỉnh Đồng Nai",Sản xuất dây đồng và dây đồng tráng thiếc,,1.0,1.0,,
