row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
32,32,32,Tiền chi mua cổ phiếu quỹ,,-,(6.220.002.735),,,,-6220002735.0
33,33,33,Tiền thu từ đi vay,,18.386.439.622.910,15.179.363.877.820,,,18386439622910.0,15179363877820.0
34,34,34,Tiền trả nợ gốc vay,,(18.428.857.594.318),(12.535.119.372.808),,,-18428857594318.0,-12535119372808.0
36,36,36,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(468.976.884.866),(321.183.512.094),,,-468976884866.0,-321183512094.0
40,40,40,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động tài chính,,(511.394.856.274),2.316.840.990.183,,,-511394856274.0,2316840990183.0
50,50,50,Lưu chuyển tiền thuần trong năm,,275.399.563.336,65.013.010.362,,,275399563336.0,65013010362.0
60,60,60,Tiền và tương đương tiền đầu năm,,527.461.050.474,462.314.694.665,,,527461050474.0,462314694665.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(105.619.978),133.345.447,,,-105619978.0,133345447.0
70,70,70,Tiền và tương đương tiền cuối năm,5,802.754.993.832,527.461.050.474,,5.0,802754993832.0,527461050474.0
