row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Dự án trung tâm thương mại và văn phòng cao cấp tại 799 Kinh Dương Vương (*),Dự án trung tâm thương mại và văn phòng cao cấp tại 799 Kinh Dương Vương (*),Dự án trung tâm thương mại và văn phòng cao cấp tại 799 Kinh Dương Vương (*),127.443.482.364,127.443.482.364,127443482364.0,127443482364.0
Dự án Cadivi Tower,Dự án Cadivi Tower,Dự án Cadivi Tower,47.516.431.855,5.013.024.215,47516431855.0,5013024215.0
Dự án nhà máy sản xuất dây cấp điện tại Cadivi Miền Bắc,Dự án nhà máy sản xuất dây cấp điện tại Cadivi Miền Bắc,Dự án nhà máy sản xuất dây cấp điện tại Cadivi Miền Bắc,24.320.743.126,52.367.247.149,24320743126.0,52367247149.0
Máy móc thiết bị và phương tiện vận tải đang được lắp đặt,Máy móc thiết bị và phương tiện vận tải đang được lắp đặt,Máy móc thiết bị và phương tiện vận tải đang được lắp đặt,16.537.868.285,6.891.063.263,16537868285.0,6891063263.0
Dự án nhà máy khu công nghiệp Long Đức,Dự án nhà máy khu công nghiệp Long Đức,Dự án nhà máy khu công nghiệp Long Đức,15.376.783.806,9.935.973.698,15376783806.0,9935973698.0
Dự án triển khai hệ thống ERP,Dự án triển khai hệ thống ERP,Dự án triển khai hệ thống ERP,8.907.242.650,27.666.110.450,8907242650.0,27666110450.0
Chi phí liên quan đến cấp phép chứng chỉ ASTA,Chi phí liên quan đến cấp phép chứng chỉ ASTA,Chi phí liên quan đến cấp phép chứng chỉ ASTA,-,42.662.785.190,,42662785190.0
Dự án sản xuất sản phẩm mới cấp nhôm siêu nhiệt,Dự án sản xuất sản phẩm mới cấp nhôm siêu nhiệt,Dự án sản xuất sản phẩm mới cấp nhôm siêu nhiệt,-,17.895.765.250,,17895765250.0
Dự án nâng cao năng lực sản xuất cấp trung thế ngầm tại Nhà máy Cadivi Sài Gòn,Dự án nâng cao năng lực sản xuất cấp trung thế ngầm tại Nhà máy Cadivi Sài Gòn,Dự án nâng cao năng lực sản xuất cấp trung thế ngầm tại Nhà máy Cadivi Sài Gòn,-,17.809.936.740,,17809936740.0
Khác,Khác,Khác,21.322.699.044,14.640.152.450,21322699044.0,14640152450.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,261.425.251.130,322.325.540.769,261425251130.0,322325540769.0
