row_label_raw,row_label_full,Bên cho vay > Ngân hàng Standard Chartered – Chi nhánh Thành phố Hồ Chí Minh > Ngân hàng TNHH MTV Shinhan Việt Nam > Ngân hàng Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > Các ngân hàng khác,Số cuối năm (VND) > 388.962.628.953 > 89.820.362.589 > 37.270.055.000 > 30.247.814.847,"Kỳ hạn trả gốc và lãi > Gốc vay đáo hạn lần cuối ngày 10 tháng 12 năm 2026. Lãi vay trả hàng quý. > Gốc vay đáo hạn lần cuối ngày 18 tháng 10 năm 2025. Lãi vay trả hàng tháng. > Gốc vay đáo hạn lần cuối ngày 2 tháng 1 năm 2023. Lãi vay trả hàng quý. > Gốc vay đáo hạn lần cuối ngày 5 tháng 9 năm 2026. Lãi vay trả hàng tháng, quý hoặc 6 tháng một lần.","Lãi suất (%/năm) > 4,2%-7,95% > 8,12% > 8,83% > 8,6%-10,4%","Hình thức đảm bảo > Tất cả các tài khoản thanh toán hiện tại và tương lai tại Ngân hàng Standard Chartered và máy móc, nhà xưởng được tài trợ bởi khoản vay, quyền sử dụng đất và tài sản gắn liền với đất tại tòa nhà Cadivi Tower của Công ty Cadivi > Quyền sử dụng đất đai tại đường số 2, Khu công nghiệp Hòa Cảm, quận Cẩm Lệ, thành phố Đà Nẵng và máy móc thiết bị tại nhà máy Miền Trung của Công ty Cadivi > Công trình nhà xưởng gắn liền với đất tại Lô C2-4, Đường N7, Khu công nghiệp (""KCN"") Tân Phú Trung, huyện Củ Chi, thành phố Hồ Chí Minh; máy móc thiết bị hình thành trong tương lai thuộc dự án đầu tư và máy xoắn Drum Twister thuộc dự án ""Nhà máy sản xuất dây cấp điện, Giai đoạn 1: Đầu tư xây dựng mới nhà máy sản xuất cấp ngầm trung thế và hạ thế"" > Đảm bảo bằng một số tài sản của Nhóm công ty",numeric__Số cuối năm (VND) > 388.962.628.953 > 89.820.362.589 > 37.270.055.000 > 30.247.814.847,"numeric__Kỳ hạn trả gốc và lãi > Gốc vay đáo hạn lần cuối ngày 10 tháng 12 năm 2026. Lãi vay trả hàng quý. > Gốc vay đáo hạn lần cuối ngày 18 tháng 10 năm 2025. Lãi vay trả hàng tháng. > Gốc vay đáo hạn lần cuối ngày 2 tháng 1 năm 2023. Lãi vay trả hàng quý. > Gốc vay đáo hạn lần cuối ngày 5 tháng 9 năm 2026. Lãi vay trả hàng tháng, quý hoặc 6 tháng một lần.","numeric__Lãi suất (%/năm) > 4,2%-7,95% > 8,12% > 8,83% > 8,6%-10,4%","numeric__Hình thức đảm bảo > Tất cả các tài khoản thanh toán hiện tại và tương lai tại Ngân hàng Standard Chartered và máy móc, nhà xưởng được tài trợ bởi khoản vay, quyền sử dụng đất và tài sản gắn liền với đất tại tòa nhà Cadivi Tower của Công ty Cadivi > Quyền sử dụng đất đai tại đường số 2, Khu công nghiệp Hòa Cảm, quận Cẩm Lệ, thành phố Đà Nẵng và máy móc thiết bị tại nhà máy Miền Trung của Công ty Cadivi > Công trình nhà xưởng gắn liền với đất tại Lô C2-4, Đường N7, Khu công nghiệp (""KCN"") Tân Phú Trung, huyện Củ Chi, thành phố Hồ Chí Minh; máy móc thiết bị hình thành trong tương lai thuộc dự án đầu tư và máy xoắn Drum Twister thuộc dự án ""Nhà máy sản xuất dây cấp điện, Giai đoạn 1: Đầu tư xây dựng mới nhà máy sản xuất cấp ngầm trung thế và hạ thế"" > Đảm bảo bằng một số tài sản của Nhóm công ty"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,546.300.861.389,,,,546300861389.0,,,
Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,141.148.321.980,,,,141148321980.0,,,
Vay dài hạn,Vay dài hạn,Vay dài hạn,405.152.539.409,,,,405152539409.0,,,
