row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.638.846.688.556,3.653.875.263.763,,,3638846688556.0,3653875263763.0
410,410,410,I. Vốn chủ sở hữu,23,3.634.110.530.182,3.648.227.772.061,,23.0,3634110530182.0,3648227772061.0
411,411,411,1. Vốn góp của chủ sở hữu,,2.218.700.000.000,2.218.700.000.000,,,2218700000000.0,2218700000000.0
418,418,418,2. Quỹ đầu tư phát triển,,5.000.000.000,5.000.000.000,,,5000000000.0,5000000000.0
420,420,420,3. Quỹ khác thuộc vốn chủ sở hữu,,464.368.621.259,464.368.621.259,,,464368621259.0,464368621259.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,425.614.619.273,360.811.611.545,,,425614619273.0,360811611545.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,74.147.984.972,-,,,74147984972.0,
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,351.466.634.301,360.811.611.545,,,351466634301.0,360811611545.0
429,429,429,5. Lợi ích cổ đông không kiểm soát,,520.427.289.650,599.347.539.257,,,520427289650.0,599347539257.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,4.736.158.374,5.647.491.702,,,4736158374.0,5647491702.0
432,432,432,1. Nguồn kinh phí đã hình thành TSCĐ,,4.736.158.374,5.647.491.702,,,4736158374.0,5647491702.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,14.398.381.888.846,11.077.623.132.576,,,14398381888846.0,11077623132576.0
