row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > Dự phòng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý,numeric__Số đầu năm > Dự phòng
Chứng khoán kinh doanh:,Chứng khoán kinh doanh:,Chứng khoán kinh doanh:,Chứng khoán kinh doanh:,Chứng khoán kinh doanh:,Chứng khoán kinh doanh:,Chứng khoán kinh doanh:,Chứng khoán kinh doanh:,Chứng khoán kinh doanh:,,,,,,
- Trái phiếu (i),Chứng khoán kinh doanh: > - Trái phiếu (i),- Trái phiếu (i),436.457.180.408,(*),-,297.000.000.000,(*),-,436457180408.0,,,297000000000.0,,
- Chứng khoán niêm yết (ii),Chứng khoán kinh doanh: > - Chứng khoán niêm yết (ii),- Chứng khoán niêm yết (ii),128.155.250.060,168.487.354.000,-,42.216.870.460,43.599.500.000,-,128155250060.0,168487354000.0,,42216870460.0,43599500000.0,
TỔNG CỘNG,Chứng khoán kinh doanh: > TỔNG CỘNG,TỔNG CỘNG,564.612.430.468,,-,339.216.870.460,,-,564612430468.0,,,339216870460.0,,
