row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị","Phương tiệnvận tải, truyền dẫn",Thiết bịvăn phòng,Đơn vị tính: VNDTổng cộng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị","numeric__Phương tiệnvận tải, truyền dẫn",numeric__Thiết bịvăn phòng,numeric__Đơn vị tính: VNDTổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,,
"Số đầu năm- Mua trong năm- Đầu tư xây dựng cơ bản hoàn thành- Thanh lý, nhượng bán- Tăng do hợp nhất kinh doanh- Giảm khác","Số đầu năm- Mua trong năm- Đầu tư xây dựng cơ bản hoàn thành- Thanh lý, nhượng bán- Tăng do hợp nhất kinh doanh- Giảm khác","Số đầu năm- Mua trong năm- Đầu tư xây dựng cơ bản hoàn thành- Thanh lý, nhượng bán- Tăng do hợp nhất kinh doanh- Giảm khác",702.093.936.418651.061.70068.536.306.167-146.430.649.951(128.861.409),1.607.506.189.01245.682.998.704155.740.486.755(25.058.804.316)276.050.047.812(221.595.485),161.394.162.80811.466.420.16722.154.731.523(12.492.854.218)4.396.572.753-,17.663.141.2581.731.549.375217.300.000(196.697.345)1.188.969.256-,2.488.657.429.49659.532.029.946246.648.824.445(37.748.355.879)428.066.239.772(350.456.894),,,,,
Số cuối nămTrong đó:Đã khấu hao hết,"Số đầu năm- Mua trong năm- Đầu tư xây dựng cơ bản hoàn thành- Thanh lý, nhượng bán- Tăng do hợp nhất kinh doanh- Giảm khác > Số cuối nămTrong đó:Đã khấu hao hết",Số cuối nămTrong đó:Đã khấu hao hết,917.583.092.82792.003.131.907,2.059.699.322.482453.240.486.744,186.919.033.03346.015.455.430,20.604.262.54410.923.047.787,3.184.805.710.886602.182.121.868,9.1758309282792e+22,2.059699322482453e+24,1.8691903303346016e+22,2.060426254410923e+21,3.184805710886602e+24
Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,,,,,
"Số đầu năm- Khấu hao trong năm- Thanh lý, nhượng bán- Tăng do hợp nhất kinh doanh- Giảm khác","Số đầu năm- Khấu hao trong năm- Thanh lý, nhượng bán- Tăng do hợp nhất kinh doanh- Giảm khác","Số đầu năm- Khấu hao trong năm- Thanh lý, nhượng bán- Tăng do hợp nhất kinh doanh- Giảm khác",230.950.784.46335.750.516.285-138.452.837.407(15.033.830),828.263.602.176170.201.645.022(8.828.981.026)235.893.393.470-,94.780.952.56918.415.429.805(10.716.407.397)3.309.411.092-,14.077.547.1821.220.621.851(160.990.242)843.301.796-,1.168.072.886.390225.588.212.963(19.706.378.665)378.498.943.765(15.033.830),,,,,
Số cuối năm,"Số đầu năm- Khấu hao trong năm- Thanh lý, nhượng bán- Tăng do hợp nhất kinh doanh- Giảm khác > Số cuối năm",Số cuối năm,405.139.104.325,1.225.529.659.642,105.789.386.069,15.980.480.587,1.752.438.630.623,405139104325.0,1225529659642.0,105789386069.0,15980480587.0,1752438630623.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,471.143.151.955,779.242.586.836,66.613.210.239,3.585.594.076,1.320.584.543.106,471143151955.0,779242586836.0,66613210239.0,3585594076.0,1320584543106.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,512.443.988.502,834.169.662.840,81.129.646.964,4.623.781.957,1.432.367.080.263,512443988502.0,834169662840.0,81129646964.0,4623781957.0,1432367080263.0
