row_label_raw,row_label_full,col_0,Năm 2021triêu đồng,Năm 2020triêu đồng,numeric__Năm 2021triêu đồng,numeric__Năm 2020triêu đồng
Trích lập dự phòng tiền gửi và cho vay các TCTD khác,Trích lập dự phòng tiền gửi và cho vay các TCTD khác,Trích lập dự phòng tiền gửi và cho vay các TCTD khác,-,113.080,,113080.0
Trích lập dự phòng cho vay khách hàng,Trích lập dự phòng cho vay khách hàng,Trích lập dự phòng cho vay khách hàng,2.208.648,496.732,2208648.0,496732.0
Trích lập dự phòng hoạt động mua nợ,Trích lập dự phòng hoạt động mua nợ,Trích lập dự phòng hoạt động mua nợ,-,3.293,,3293.0
Trích lập dự phòng trái phiếu VAMC(Hoàn nhập)/Trích lập dự phòng phải thu nợ đã bán,Trích lập dự phòng trái phiếu VAMC(Hoàn nhập)/Trích lập dự phòng phải thu nợ đã bán,Trích lập dự phòng trái phiếu VAMC(Hoàn nhập)/Trích lập dự phòng phải thu nợ đã bán,(640.782),252.889,-640782.0,252889.0
,,,1.567.866,1.073.244,1567866.0,1073244.0
