row_label_raw,row_label_full,col_0,Thuyếtmình,Năm 2021triệu đồng,Năm 2020triệu đồng,numeric__Thuyếtmình,numeric__Năm 2021triệu đồng,numeric__Năm 2020triệu đồng
LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,10.209.053,11.407.201,,10209053.0,11407201.0
Chi phí lãi và các chi phí tương tự đã trả,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(4.069.141),(5.747.173),,-4069141.0,-5747173.0
Thu nhập từ hoạt động dịch vụ nhận được,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,2.873.090,821.472,,2873090.0,821472.0
"Chênh lệch số tiền thực thu/(thực chỉ) từ hoạt động kinh doanh (ngoại tê, vàng bạc, chứng khoán)","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Chênh lệch số tiền thực thu/(thực chỉ) từ hoạt động kinh doanh (ngoại tê, vàng bạc, chứng khoán)","Chênh lệch số tiền thực thu/(thực chỉ) từ hoạt động kinh doanh (ngoại tê, vàng bạc, chứng khoán)",,1.094.564,845.853,,1094564.0,845853.0
Chi phí khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Chi phí khác,Chi phí khác,,(682.252),(265.190),,-682252.0,-265190.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,807.680,471.329,,807680.0,471329.0
"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",,(2.854.006),(2.558.239),,-2854006.0,-2558239.0
Tiền thuê thu nhập thực nộp trong năm,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tiền thuê thu nhập thực nộp trong năm,Tiền thuê thu nhập thực nộp trong năm,37,(990.807),(398.922),37.0,-990807.0,-398922.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,6.388.181,4.576.331,,6388181.0,4576331.0
Những thay đổi về tài sản hoạt động(Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Những thay đổi về tài sản hoạt động(Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động(Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,,(24.243.394),(28.600.235),,-24243394.0,-28600235.0
Giảm/(Tăng) các khoản về kinh doanh chứng khoán,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Giảm/(Tăng) các khoản về kinh doanh chứng khoán,,(11.285.330),114.027,,-11285330.0,114027.0
Tăng các khoản cho vay khách hàng,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,7.587.931,(9.857.848),,7587931.0,-9857848.0
"Giảm nguồn dự phòng để bù đắp tổn thất các khoản tin dụng, chứng khoán, đầu tư dài hạn, phải thu khác","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Giảm nguồn dự phòng để bù đắp tổn thất các khoản tin dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Giảm nguồn dự phòng để bù đắp tổn thất các khoản tin dụng, chứng khoán, đầu tư dài hạn, phải thu khác",,(22.222.029),(15.740.617),,-22222029.0,-15740617.0
Giảm/(Tăng) khác về tài sản hoạt động,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Giảm/(Tăng) khác về tài sản hoạt động,Giảm/(Tăng) khác về tài sản hoạt động,,(1.966.784),(1.349.952),,-1966784.0,-1349952.0
