row_label_raw,row_label_full,col_0,Dư phòng chung triệu đồng,Dư phòng cu thể triệu đồng,Tổng triệu đồng,numeric__Dư phòng chung triệu đồng,numeric__Dư phòng cu thể triệu đồng,numeric__Tổng triệu đồng
Số dư đầu năm(Hoàn nhập)/Trích lập trong năm,Số dư đầu năm(Hoàn nhập)/Trích lập trong năm,Số dư đầu năm(Hoàn nhập)/Trích lập trong năm,61.795(27.958),534.403280.847,596.198252.889,,534403280847.0,596198252889.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,33.837,815.250,849.087,33837.0,815250.0,849087.0
