row_label_raw,row_label_full,col_0,Năm 2021triệu đồng,Năm 2020triệu đồng,numeric__Năm 2021triệu đồng,numeric__Năm 2020triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,3.248.448,1.139.289,3248448.0,1139289.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,665.040,548.174,665040.0,548174.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,5.681,6.923,5681.0,6923.0
Thu từ nghiệp vụ ủy thác và đai lý,Thu từ nghiệp vụ ủy thác và đai lý,Thu từ nghiệp vụ ủy thác và đai lý,1.853.101,137.744,1853101.0,137744.0
Thu từ dịch vụ khác,Thu từ dịch vụ khác,Thu từ dịch vụ khác,724.626,446.448,724626.0,446448.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(375.009),(318.619),-375009.0,-318619.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(219.923),(173.774),-219923.0,-173774.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(9.008),(11.355),-9008.0,-11355.0
Chi từ dịch vụ khác,Chi từ dịch vụ khác,Chi từ dịch vụ khác,(146.078),(133.490),-146078.0,-133490.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,2.873.439,820.670,2873439.0,820670.0
