row_label_raw,row_label_full,col_0,Miền Bắc triệu đồng,Miền Trung triệu đồng,Miền Nam triệu đồng,Tổng cộng triệu đồng,numeric__Miền Bắc triệu đồng,numeric__Miền Trung triệu đồng,numeric__Miền Nam triệu đồng,numeric__Tổng cộng triệu đồng
I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,I. Kết quả kinh doanh bộ phận,,,,
1. Tổng doanh thu,I. Kết quả kinh doanh bộ phận > 1. Tổng doanh thu,1. Tổng doanh thu,14.367.126,874.117,3.690.803,18.932.046,14367126.0,874117.0,3690803.0,18932046.0
2. Tổng chi phi hoạt động,I. Kết quả kinh doanh bộ phận > 2. Tổng chi phi hoạt động,2. Tổng chi phi hoạt động,(11.331.174),(438.445),(2.073.964),(13.843.583),-11331174.0,-438445.0,-2073964.0,-13843583.0
Tổng lợi nhuận trước thuế,I. Kết quả kinh doanh bộ phận > Tổng lợi nhuận trước thuế,Tổng lợi nhuận trước thuế,3.035.952,435.672,1.616.839,5.088.463,3035952.0,435672.0,1616839.0,5088463.0
II. Tài sản,I. Kết quả kinh doanh bộ phận > II. Tài sản,II. Tài sản,169.978.726,5.909.723,27.776.974,203.665.423,169978726.0,5909723.0,27776974.0,203665423.0
III. Nợ phải trả,I. Kết quả kinh doanh bộ phận > III. Nợ phải trả,III. Nợ phải trả,(149.330.668),(5.634.138),(26.662.832),(181.627.638),-149330668.0,-5634138.0,-26662832.0,-181627638.0
