row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021triệu đồng,Ngày 31 tháng 12năm 2020triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2020triệu đồng
Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,34.078.939,22.447.288,34078939.0,22447288.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,8.162.389,6.760.023,8162389.0,6760023.0
- Bằng VND,- Bằng VND,- Bằng VND,7.734.805,6.705.384,7734805.0,6705384.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,427.584,54.639,427584.0,54639.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,25.916.550,15.687.265,25916550.0,15687265.0
- Bằng VND,- Bằng VND,- Bằng VND,19.019.550,13.098.315,19019550.0,13098315.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,6.897.000,2.588.950,6897000.0,2588950.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,33.956.664,33.578.435,33956664.0,33578435.0
Bằng VND,Bằng VND,Bằng VND,21.843.606,27.238.714,21843606.0,27238714.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,12.113.058,6.339.721,12113058.0,6339721.0
,,,68.035.603,56.025.723,68035603.0,56025723.0
