row_label_raw,row_label_full,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh_1,Công cụ tài chính phải sinh_2,Công cụ tài chính phải sinh_3,Công cụ tài chính phải sinh_4,numeric__Công cụ tài chính phải sinh_1,numeric__Công cụ tài chính phải sinh_2,numeric__Công cụ tài chính phải sinh_3,numeric__Công cụ tài chính phải sinh_4
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,14.095.713,-,(11.623),(11.623),14095713.0,,-11623.0,-11623.0
Giao dịch hoán đổi,Giao dịch hoán đổi,Giao dịch hoán đổi,90.573.927,-,(40.407),(40.407),90573927.0,,-40407.0,-40407.0
,,,104.669.640,-,(52.030),(52.030),104669640.0,,-52030.0,-52030.0
