row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Thông tin chung,Thông tin chung,Thông tin chung,1 - 2,
Bảo cáo của Ban Điều hành,Thông tin chung > Bảo cáo của Ban Điều hành,Bảo cáo của Ban Điều hành,3,3.0
Bảo cáo kiểm toán độc lập,Bảo cáo kiểm toán độc lập,Bảo cáo kiểm toán độc lập,4 - 5,
Băng cân đối kế toán hợp nhất,Băng cân đối kế toán hợp nhất,Băng cân đối kế toán hợp nhất,6 - 8,
Bảo cáo kết quả hoạt động kinh doanh hợp nhất,Băng cân đối kế toán hợp nhất > Bảo cáo kết quả hoạt động kinh doanh hợp nhất,Bảo cáo kết quả hoạt động kinh doanh hợp nhất,9,9.0
Bảo cáo lưu chuyển tiền tệ hợp nhất,Bảo cáo lưu chuyển tiền tệ hợp nhất,Bảo cáo lưu chuyển tiền tệ hợp nhất,10 - 11,
Thuyết minh bảo cáo tài chính hợp nhất,Thuyết minh bảo cáo tài chính hợp nhất,Thuyết minh bảo cáo tài chính hợp nhất,12 - 68,
