row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021%/năm,Ngày 31 tháng 12năm 2020%/năm,numeric__Ngày 31 tháng 12năm 2021%/năm,numeric__Ngày 31 tháng 12năm 2020%/năm
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,"0,00 - 0,20","0,00 - 0,20",,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"3,00 - 5,60","3,50 - 6,00",,
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng VND > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,"0,00","0,00 - 0,10",0.0,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"0,00 - 1,70","0,00 - 1,70",,
