row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021,Ngày 31 tháng 12năm 2021_1,Ngày 31 tháng 12năm 2020,Ngày 31 tháng 12năm 2020_1,numeric__Ngày 31 tháng 12năm 2021,numeric__Ngày 31 tháng 12năm 2021_1,numeric__Ngày 31 tháng 12năm 2020,numeric__Ngày 31 tháng 12năm 2020_1
,,,triệu đồng,%,triệu đồng,%,,,,
Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,1.417.828,"1,40",1.930.673,"2,43",1417828.0,1.4,1930673.0,2.43
Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,1.168.864,"1,15",1.863.677,"2,35",1168864.0,1.15,1863677.0,2.35
Công ty trách nhiệm hữu hạn tư nhân,Công ty trách nhiệm hữu hạn tư nhân,Công ty trách nhiệm hữu hạn tư nhân,25.563.155,"25,17",18.073.133,"22,78",25563155.0,25.17,18073133.0,22.78
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,2.625.510,"2,59",25.619,"0,03",2625510.0,2.59,25619.0,0.03
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,43.850.713,"43,16",34.695.336,"43,72",43850713.0,43.16,34695336.0,43.72
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,6.393,"0,01",61.049,"0,08",6393.0,0.01,61049.0,0.08
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,356.060,"0,35",488.473,"0,62",356060.0,0.35,488473.0,0.62
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,15.384,"0,02",13.471,"0,02",15384.0,0.02,13471.0,0.02
Cá nhân,Cá nhân,Cá nhân,26.557.255,"26,15",22.189.148,"27,97",26557255.0,26.15,22189148.0,27.97
Khác,Khác,Khác,1.447,"0,00",-,"0,00",1447.0,0.0,,0.0
,,,101.562.609,"100,00",79.340.579,"100,00",101562609.0,100.0,79340579.0,100.0
