row_label_raw,row_label_full,Nhóm nợ,Nhóm nợ_1,Diễn giải,Tỷ lệ dự phòng,numeric__Nhóm nợ_1,numeric__Diễn giải,numeric__Tỷ lệ dự phòng
1,1,1,Nợ đủ tiêu chuẩn,(a) Nợ trong hạn và được đánh giá là có khả năng thu hồi đầy đủ cá nợ gốc và lãi dùng hạn; hoặc(b) Nợ quả hạn dưới 10 ngày và được đánh giá là có khả năng thu hồi đầy đủ nợ gốc và lãi bị quả hạn và thu hồi đầy đủ nợ gốc và lãi cơn lại đúng thời hạn.,0%,,,0.0
2,2,2,Nợ cần chủ ý,(a) Nợ quả hạn đến 90 ngày trừ khoản nợ quy định tại điểm (b) của Nhóm 1; hoặc(b) Nợ điều chỉnh kỳ hạn trả nợ lần đầu cơn trong hạn.,5%,,,0.05
3,3,3,Nợ dưới tiêu chuẩn,"(a) Nợ quả hạn từ 91 ngày đến 180 ngày; hoặc(b) Nợ gia hạn nợ lần đầu cơn trong hạn; hoặc(c) Nợ được miễn hoặc giảm lãi do khách hàng không đủ khả năng trả lãi đầy đủ theo thỏa thuần; hoặc(d) Nợ thuộc một trong các trường hợp sau đầy chưa thu hồi được trong thời gian dưới 30 ngày kể từ ngày có quyết định thu hồi:▸ Khoản nợ vi phạm quy định tại các khoản 1, 3, 4, 5, 6 Điều 126 Luật các tổ chức tin dụng; hoặc▸ Khoản nợ vi phạm quy định tại các khoản 1, 2, 3, 4 Điều 127 Luật các tổ chức tin dụng; hoặc▸ Khoản nợ vi phạm quy định tại các khoản 1, 2, 5 Điều 128 Luật các tổ chức tin dụng.(e) Nợ trong thời hạn thu hồi theo kết luận thanh tra, kiểm tra; hoặc(f) Khoản nợ phải thu hồi theo quyết định thu hồi nợ trước hạn của Ngân hàng do khách hàng vi phạm thỏa thuần với Ngân hàng chưa thu hồi được trong thời gian dưới 30 ngày kể từ ngày có quyết định thu hồi; hoặc(g) Khi có yêu cầu của NHNN dưa trên kết quả thanh tra, giám sát và thông tin tin dụng có liên quan.",20%,,,0.2
4,4,4,Nợ nghi ngở,"(a) Nợ quả hạn từ 181 ngày đến 360 ngày; hoặc(b) Nợ cơ cấu lại thời hạn trả nợ lần đầu quả hạn dưới 90 ngày theo thời hạn trả nợ được cơ cấu lại lần đầu; hoặc(c) Nợ cơ cấu lại thời hạn trả nợ lần thứ hai cơn trong hạn; hoặc(d) Khoản nợ quy định tại điểm (d) của nợ Nhóm 3 chưa thu hồi được trong thời gian từ 30 ngày đến 60 ngày kể từ ngày có quyết định thu hồi; hoặc(e) Nợ phải thu hồi theo kết luận thanh tra, kiểm tra nhưng quả thời hạn thu hồi theo kết luận thanh tra, kiểm tra đến 60 ngày mà văn chưa thu hồi được; hoặc(f) Khoản nợ phải thu hồi theo quyết định thu hồi nợ trước hạn của Ngân hàng do khách hàng vi phạm thỏa thuần với Ngân hàng chưa thu hồi được trong thời gian từ 30 ngày đến 60 ngày kể từ ngày có quyết định thu hồi; hoặc(g) Khi có yêu cầu của NHNN dưa trên kết quả thanh tra, giám sát và thông tin tin dụng có liên quan.",50%,,,0.5
