row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021triệu đồng,Ngày 31 tháng 12năm 2020triệu đồng,numeric__Ngày 31 tháng 12năm 2021triệu đồng,numeric__Ngày 31 tháng 12năm 2020triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,48.257.483,55.216.842,48257483.0,55216842.0
Chứng khoán Chính phủ,Chứng khoán Chính phủ,Chứng khoán Chính phủ,27.398.852,35.288.667,27398852.0,35288667.0
Chứng khoán Nợ của các TCTD trong nước,Chứng khoán Nợ của các TCTD trong nước,Chứng khoán Nợ của các TCTD trong nước,17.819.946,14.306.287,17819946.0,14306287.0
Chứng khoán nợ của các TCKT trong nước,Chứng khoán nợ của các TCKT trong nước,Chứng khoán nợ của các TCKT trong nước,3.038.685,5.621.888,3038685.0,5621888.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,-,628.572,,628572.0
Chứng khoán vốn do các TCTD trong nước phát hành,Chứng khoán vốn do các TCTD trong nước phát hành,Chứng khoán vốn do các TCTD trong nước phát hành,-,628.572,,628572.0
,,,48.257.483,55.845.414,48257483.0,55845414.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(31.350),(168.487),-31350.0,-168487.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(22.790),(153.124),-22790.0,-153124.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(8.560),(15.363),-8560.0,-15363.0
,,,48.226.133,55.676.927,48226133.0,55676927.0
