row_label_raw,row_label_full,col_0,Năm 2021triệu đồng,Năm 2020triệu đồng,numeric__Năm 2021triệu đồng,numeric__Năm 2020triệu đồng
"Chi nộp thuế và các khoản phí, lệ phi","Chi nộp thuế và các khoản phí, lệ phi","Chi nộp thuế và các khoản phí, lệ phi",63.724,64.998,63724.0,64998.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.397.659,2.088.008,2397659.0,2088008.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,2.175.598,1.869.684,2175598.0,1869684.0
Các khoản chi đóng theo lương,Các khoản chi đóng theo lương,Các khoản chi đóng theo lương,146.976,137.079,146976.0,137079.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,45.517,44.555,45517.0,44555.0
Các khoản chi khác,Các khoản chi khác,Các khoản chi khác,29.568,36.690,29568.0,36690.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,526.152,491.825,526152.0,491825.0
Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,96.967,95.298,96967.0,95298.0
Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,102.064,93.145,102064.0,93145.0
Thuê tài sản,Thuê tài sản,Thuê tài sản,267.330,234.477,267330.0,234477.0
Mua sâm công cụ lao động,Mua sâm công cụ lao động,Mua sâm công cụ lao động,45.960,56.002,45960.0,56002.0
Chi bảo hiểm tài sản,Chi bảo hiểm tài sản,Chi bảo hiểm tài sản,13.831,12.903,13831.0,12903.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,877.583,811.598,877583.0,811598.0
Công tác phí,Công tác phí,Công tác phí,33.928,39.635,33928.0,39635.0
"Chi quảng cáo, khuyến mãi","Chi quảng cáo, khuyến mãi","Chi quảng cáo, khuyến mãi",156.947,125.319,156947.0,125319.0
"Chi thuê chuyên gia, tư vấn","Chi thuê chuyên gia, tư vấn","Chi thuê chuyên gia, tư vấn",32.021,19.470,32021.0,19470.0
Chi hoạt động quản lý công vụ khác,Chi hoạt động quản lý công vụ khác,Chi hoạt động quản lý công vụ khác,654.687,627.174,654687.0,627174.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",67.159,74.898,67159.0,74898.0
(Hoàn nhập)/Trich lập chi phí dự phòng(không tính chi phí dự phòng rủi ro tin dụngnội và ngoại bảng; chi phí dự phòng giảmgiá chứng khoán),(Hoàn nhập)/Trich lập chi phí dự phòng(không tính chi phí dự phòng rủi ro tin dụngnội và ngoại bảng; chi phí dự phòng giảmgiá chứng khoán),(Hoàn nhập)/Trich lập chi phí dự phòng(không tính chi phí dự phòng rủi ro tin dụngnội và ngoại bảng; chi phí dự phòng giảmgiá chứng khoán),(364),54.595,-364.0,54595.0
,,,3.931.913,3.585.922,3931913.0,3585922.0
