row_label_raw,row_label_full,Số dư đầu năm,Ngày 31 tháng 12năm 2021triệu đồng > 46,Ngày 31 tháng 12năm 2020triệu đồng > -,numeric__Ngày 31 tháng 12năm 2021triệu đồng > 46,numeric__Ngày 31 tháng 12năm 2020triệu đồng > -
Tài sản thuê thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,Tài sản thuê thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,Tài sản thuê thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,15,46,15.0,46.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,61,46,61.0,46.0
