row_label_raw,row_label_full,col_0,Ending balanceVND,Beginning balanceVND,numeric__Ending balanceVND,numeric__Beginning balanceVND
"Cash, gold, gemstones","Cash, gold, gemstones","Cash, gold, gemstones","787,773,771,826","779,733,563,086",,
Balances with the State Bank,Balances with the State Bank,Balances with the State Bank,"2,377,473,012,237","6,965,365,039,785",,
Deposits and loans to other credit institutions with terms of 3 months or less,Deposits and loans to other credit institutions with terms of 3 months or less,Deposits and loans to other credit institutions with terms of 3 months or less,"38,922,550,757,631","32,303,914,945,061",,
,,,"42,087,797,541,694","40,049,013,547,932",,
