row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nay VND,Năm trước VND,numeric__Các giao dịch,numeric__Năm nay VND,numeric__Năm trước VND
Công ty con,Công ty con,Công ty con,Rút tiền gửiNhận tiền gửiThu nhập dịch vụChi phí nhận tiền gửiNhận cố tức,(53.047.486.774)53.547.501.567260.000(1.202.289.092)1.072.015.796,(17.727.884.721)13.728.066.458360.000(2.311.625.715),,,
"Hội đồng Quản trị,Ban Kiểm soát, Ban Tổng giám đốc và Kế toán trưởng","Hội đồng Quản trị,Ban Kiểm soát, Ban Tổng giám đốc và Kế toán trưởng","Hội đồng Quản trị,Ban Kiểm soát, Ban Tổng giám đốc và Kế toán trưởng",Thu nhập (i)Chi phí nhận tiền gửi,71.386.920.540(1.885.403.956),57.532.419.373(5.105.641.352),,,
