row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024%/năm,Ngày 31 tháng 12năm 2023%/năm,numeric__Ngày 31 tháng 12năm 2024%/năm,numeric__Ngày 31 tháng 12năm 2023%/năm
Bằng VND,Bằng VND,Bằng VND,"1,00 - 23,30","3,45 - 28,50",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"5,30 - 8,90","4,37 - 9,59",,
