row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,
Mua sắm tài sản cố định,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(278.200.437.406),(381.419.983.500),,-278200437406.0,-381419983500.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,60.693.687.165,1.350.311.713.634,,60693687165.0,1350311713634.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,1.072.015.796,-,,1072015796.0,
Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động đầu tư,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động đầu tư,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động đầu tư,,(216.434.734.445),968.891.730.134,,-216434734445.0,968891730134.0
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,
"Cổ tức trả cho cổ đông, lợi nhuận đã chia","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Cổ tức trả cho cổ đông, lợi nhuận đã chia","Cổ tức trả cho cổ đông, lợi nhuận đã chia",,(28.225.069),(4.246.000),,-28225069.0,-4246000.0
Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,,(28.225.069),(4.246.000),,-28225069.0,-4246000.0
Lưu chuyển tiền thuần trong năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,2.038.783.993.762,17.603.939.454.801,,2038783993762.0,17603939454801.0
Tiền và các khoản tương đương tiền đầu năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,34,40.049.013.547.932,22.445.074.093.131,34.0,40049013547932.0,22445074093131.0
Tiền và các khoản tương đương tiền cuối năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,34,42.087.797.541.694,40.049.013.547.932,34.0,42087797541694.0,40049013547932.0
