row_label_raw,row_label_full,col_0,Sơ cuối năm VND,Sơ đầu năm VND,numeric__Sơ cuối năm VND,numeric__Sơ đầu năm VND
Bảng VND,Bảng VND,Bảng VND,170.134.777.810.018,146.152.941.017.688,170134777810018.0,146152941017688.0
Bảng ngoại tệ,Bảng ngoại tệ,Bảng ngoại tệ,709.691.828.645,1.053.525.197.883,709691828645.0,1053525197883.0
,,,170.844.469.638.663,147.206.466.215.571,170844469638663.0,147206466215571.0
