row_label_raw,row_label_full,col_0,Ending balanceVND,Beginning balanceVND,numeric__Ending balanceVND,numeric__Beginning balanceVND
Balance with the State Bank,Balance with the State Bank,Balance with the State Bank,Balance with the State Bank,Balance with the State Bank,,
- In VND,- In VND,- In VND,"2,227,512,093,010","6,927,478,754,679",,
- In foreign currencies,- In foreign currencies,- In foreign currencies,"149,960,919,227","37,886,285,106",,
,,,"2,377,473,012,237","6,965,365,039,785",,
