row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.073.463.790.640,997.491.617.180,1073463790640.0,997491617180.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,373.139.811.914,241.040.004.995,373139811914.0,241040004995.0
Dịch vụ đại lý bảo hiểm và phí liên kết bảo hiểm,Dịch vụ đại lý bảo hiểm và phí liên kết bảo hiểm,Dịch vụ đại lý bảo hiểm và phí liên kết bảo hiểm,193.826.733.064,197.182.841.756,193826733064.0,197182841756.0
Dịch vụ thanh toàn,Dịch vụ thanh toàn,Dịch vụ thanh toàn,69.975.322.323,59.218.339.068,69975322323.0,59218339068.0
Dịch vụ bảo quản tài sản,Dịch vụ bảo quản tài sản,Dịch vụ bảo quản tài sản,1.687.961.818,7.704.020.910,1687961818.0,7704020910.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,1.429.274.311,1.672.052.424,1429274311.0,1672052424.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,433.404.687.210,490.674.358.027,433404687210.0,490674358027.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(142.376.933.748),(115.337.751.825),-142376933748.0,-115337751825.0
Dịch vụ thanh toàn,Dịch vụ thanh toàn,Dịch vụ thanh toàn,(16.300.772.986),(12.249.429.560),-16300772986.0,-12249429560.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(8.414.886.227),(5.908.081.000),-8414886227.0,-5908081000.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(2.098.543.589),(3.124.292.713),-2098543589.0,-3124292713.0
Chi phí bưu điện về mạng viễn thông,Chi phí bưu điện về mạng viễn thông,Chi phí bưu điện về mạng viễn thông,(1.991.694.822),(924.118.037),-1991694822.0,-924118037.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,(1.104.051.718),(997.012.664),-1104051718.0,-997012664.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(112.466.984.406),(92.134.817.851),-112466984406.0,-92134817851.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,931.086.856.892,882.153.865.355,931086856892.0,882153865355.0
