row_label_raw,row_label_full,col_0,Ending balance VND,Beginning balance VND,numeric__Ending balance VND,numeric__Beginning balance VND
Interest receivable from credit activities and other credit institutions,Interest receivable from credit activities and other credit institutions,Interest receivable from credit activities and other credit institutions,"1,597,109,358,864","1,279,719,954,862",,
Interest receivable from investment securities,Interest receivable from investment securities,Interest receivable from investment securities,"1,021,767,938,656","1,049,941,777,960",,
Interest receivable from deposits at other credit institutions,Interest receivable from deposits at other credit institutions,Interest receivable from deposits at other credit institutions,"111,671,287,996","89,216,114,363",,
Interest receivable from derivative financial instruments,Interest receivable from derivative financial instruments,Interest receivable from derivative financial instruments,"44,109,840,385","96,979,425,693",,
Fee receivables,Fee receivables,Fee receivables,"3,794,635,256","12,400,905,120",,
,,,"2,778,453,061,157","2,528,258,177,998",,
