row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,20.503.263.277.269,15.030.214.815.709,20503263277269.0,15030214815709.0
- Bằng VND,- Bằng VND,- Bằng VND,19.722.336.795.882,14.520.054.496.585,19722336795882.0,14520054496585.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,780.926.481.387,510.160.319.124,780926481387.0,510160319124.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,40.167.911.626.520,42.288.684.275.056,40167911626520.0,42288684275056.0
- Bằng VND,- Bằng VND,- Bằng VND,40.066.703.905.620,42.269.277.475.056,40066703905620.0,42269277475056.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,101.207.720.900,19.406.800.000,101207720900.0,19406800000.0
Tiền gửi tiết kiệm không kỳ hạn,Tiền gửi tiết kiệm không kỳ hạn,Tiền gửi tiết kiệm không kỳ hạn,17.220.757.145,13.667.765.026,17220757145.0,13667765026.0
- Bằng VND,- Bằng VND,- Bằng VND,3.349.777.677,3.102.733.344,3349777677.0,3102733344.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,13.870.979.468,10.565.031.682,13870979468.0,10565031682.0
Tiền gửi tiết kiệm có kỳ hạn,Tiền gửi tiết kiệm có kỳ hạn,Tiền gửi tiết kiệm có kỳ hạn,81.103.678.377.792,68.290.820.992.134,81103678377792.0,68290820992134.0
- Bằng VND,- Bằng VND,- Bằng VND,80.716.126.103.537,68.016.605.515.678,80716126103537.0,68016605515678.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,387.552.274.255,274.215.476.456,387552274255.0,274215476456.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,276.256.373.743,36.305.175.860,276256373743.0,36305175860.0
- Bằng VND,- Bằng VND,- Bằng VND,10.748.156.585,62.419.761,10748156585.0,62419761.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,265.508.217.158,36.242.756.099,265508217158.0,36242756099.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,414.488.189.426,308.794.452.844,414488189426.0,308794452844.0
- Bằng VND,- Bằng VND,- Bằng VND,413.402.104.357,308.218.192.176,413402104357.0,308218192176.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.086.085.069,576.260.668,1086085069.0,576260668.0
,,,142.482.818.601.895,125.968.487.476.629,142482818601895.0,125968487476629.0
