row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
I. Average number of employees during the year (persons),I. Average number of employees during the year (persons),I. Average number of employees during the year (persons),"6,894","6,347",6.894,6.347
II. Employees' income (VND),II. Employees' income (VND),II. Employees' income (VND),II. Employees' income (VND),II. Employees' income (VND),,
1. Salary,1. Salary,1. Salary,"1,976,290,008,905","1,697,536,544,402",,
2. Bonus,2. Bonus,2. Bonus,"320,865,780,063","241,301,259,180",,
3. Total income (1+2),3. Total income (1+2),3. Total income (1+2),"2,297,155,788,968","1,938,837,803,582",,
4. Monthly average salary per capital (VND/employee/month),4. Monthly average salary per capital (VND/employee/month),4. Monthly average salary per capital (VND/employee/month),"23,889,010","22,287,912",,
5. Monthly average income per capital (VND/employee/month),5. Monthly average income per capital (VND/employee/month),5. Monthly average income per capital (VND/employee/month),"27,767,573","25,456,092",,
