row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,17.695.416.911.444,17.929.055.211.399,,17695416911444.0,17929055211399.0
Chi phí lãi và các chi phí tương tự đã trả,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(11.396.639.181.598),(9.438.711.310.501),,-11396639181598.0,-9438711310501.0
"Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,937.728.253.987,871.338.973.198,,937728253987.0,871338973198.0
Thu nhập khác,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,131.716.195.089,1.042.504.574.893,,131716195089.0,1042504574893.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",31,169.307.998.744,239.778.019.434,31.0,169307998744.0,239778019434.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,211.356.985.356,86.690.315.928,,211356985356.0,86690315928.0
Tiền thuế thu nhập thực nộp trong năm,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,23,(3.728.191.891.252),(3.109.478.862.626),23.0,-3728191891252.0,-3109478862626.0
Tiền thuế thu nhập thực nộp trong năm,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,23,(852.812.443.202),(865.011.430.481),23.0,-852812443202.0,-865011430481.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và nợ phải trả hoạt động,LUFU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và nợ phải trả hoạt động,,3.167.882.828.568,6.756.165.491.244,,3167882828568.0,6756165491244.0
