row_label_raw,row_label_full,col_0,Đầu năm,Đầu năm_1,Phát sinh trong năm,Phát sinh trong năm_1,Cuối năm,Cuối năm_1,numeric__Đầu năm,numeric__Đầu năm_1,numeric__Phát sinh trong năm,numeric__Phát sinh trong năm_1,numeric__Cuối năm,numeric__Cuối năm_1
,,,Số phải trả VND,Số phải thu VND,Số phải nộp VND,Số đã nộp VND,Số phải trả VND,Số phải thu VND,,,,,,
Thuế giả trị gia tăng,Thuế giả trị gia tăng,Thuế giả trị gia tăng,68.546.123.446,-,92.321.316.594,(156.149.531.440),42.237.381.703,37.519.473.103,68546123446.0,,92321316594.0,-156149531440.0,42237381703.0,37519473103.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,318.076.067.522,-,832.835.910.112,(852.812.443.202),302.807.704.094,4.708.169.662,318076067522.0,,832835910112.0,-852812443202.0,302807704094.0,4708169662.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,9.859.315.404,-,161.742.195.591,(159.572.983.083),12.028.527.912,-,9859315404.0,,161742195591.0,-159572983083.0,12028527912.0,
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,1.026.320.497,-,13.522.706.070,(13.325.631.463),1.223.395.104,-,1026320497.0,,13522706070.0,-13325631463.0,1223395104.0,
Thuế nhà đất,Thuế nhà đất,Thuế nhà đất,-,-,732.287.023,(732.287.023),-,-,,,732287023.0,-732287023.0,,
Thuế khác,Thuế khác,Thuế khác,-,-,171.000.000,(171.000.000),-,-,,,171000000.0,-171000000.0,,
,,,397.507.826.869,-,1.101.325.415.390,(1.182.763.876.211),358.297.008.813,42.227.642.765,397507826869.0,,1101325415390.0,-1182763876211.0,358297008813.0,42227642765.0
