row_label_raw,row_label_full,Group,Group_1,Description,Provision rate,numeric__Group_1,numeric__Description,numeric__Provision rate
3,3,3,Sub-standard,"(a) Debts are overdue for a period of between 91 days and 180 days; or(b) Debts which the repayment terms are extended for the first time; or(c) Debts which interests are exempted or reduced because customers do not have sufficient capability to repay all interests under credit contracts; or(d) Debts under one of the following cases which have not been recovered in less than 30 days from the date of the recovery decision:Debts made incompliance with Clause 1, 3, 4, 5, 6 under Article 126 of Law on Credit Institutions; orDebts made incompliance with Clause 1, 2, 3, 4 under Article 127 of Law on Credit Institutions; orDebts made incompliance with Clauses 1, 2 and 5 under Article 128 of Law on Credit Institutions.(e) Debts are required to be recovered according to regulatory inspection conclusions.(f) Debts are required to be recovered according to credit institutions' and foreign bank branches' decisions on early payment due to customers' breach of agreements but have not yet been recovered within 30 days from the issuance date of the decisions; or(g) At the request of the SBV based on the inspection, supervision conclusions and relevant credit information.",20%,,,0.2
4,4,4,Doubtful,"(a) Debts are overdue for a period of between 181 days and 360 days; or(b) Debts which the repayment terms are restructured for the first time but still overdue for a period of less than 90 days under that restructured repayment term; or(c) Debts which the repayment terms are restructured for the second time; or(d) Debts are specified in point (d) of Loan group 3 and overdue for a period of between 30 days and 60 days after decisions of recovery have been issued; or(e) Debts are required to be recovered according to regulatory inspection conclusions but still outstanding with an overdue period up to 60 days since the recovery date as required by regulatory inspection conclusions.(f) Debts are required to be recovered according to credit institutions, foreign bank branches' decisions on early payment due to customers' breach of agreements but have not yet been recovered for a period between 30 days to 60 days from the issuance date of the decision; or(g) At the request of the SBV based on the inspection, supervision conclusions and relevant credit information.",50%,,,0.5
