row_label_raw,row_label_full,col_0,col_1,01/01/2022 > Giá trị,01/01/2022 > Dự phòng,Trong kỳ > Tăng,Trong kỳ > Giảm,31/12/2022 > Giá trị,31/12/2022 > Dự phòng,numeric__col_1,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Dự phòng,numeric__Trong kỳ > Tăng,numeric__Trong kỳ > Giảm,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Dự phòng
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Ngắn hạnBên liên quan,229.936.355.431,(168.598.215.681),118.727.285.503,33.991.661.930,314.671.979.004,(202.047.111.565),,229936355431.0,-168598215681.0,118727285503.0,33991661930.0,314671979004.0,-202047111565.0
a),a),a),- Công ty Cổ phần Cao su Phú Riềng Kratie,92.278.244.169,(92.278.244.169),-,-,92.278.244.169,(92.278.244.169),,92278244169.0,-92278244169.0,,,92278244169.0,-92278244169.0
a),a),a),- Công ty Cổ phần Gỗ MDF VRG Kiên Giang,76.065.074.736,(66.048.661.867),23.432.483.015,-,99.497.557.751,(99.497.557.751),,76065074736.0,-66048661867.0,23432483015.0,,99497557751.0,-99497557751.0
a),a),a),- Công ty Cổ phần Chứng khoán Cao su,7.529.125.000,(7.529.125.000),-,-,7.529.125.000,(7.529.125.000),,7529125000.0,-7529125000.0,,,7529125000.0,-7529125000.0
a),a),a),- Công ty TNHH MTV Cao su Bình Thuận,1.559.181.666,-,1.559.181.666,1.559.181.666,1.559.181.666,-,,1559181666.0,,1559181666.0,1559181666.0,1559181666.0,
a),a),a),- Công ty TNHH MTV Cao su Krông Buk,889.003.078,-,889.003.078,889.003.078,889.003.078,-,,889003078.0,,889003078.0,889003078.0,889003078.0,
a),a),a),- Công ty TNHH MTV Cao su Eah Lco,1.274.830.264,-,1.274.830.264,1.274.830.264,1.274.830.264,-,,1274830264.0,,1274830264.0,1274830264.0,1274830264.0,
a),a),a),- Công ty TNHH MTV Cao su Chư Pãh,5.867.322.678,-,5.867.322.678,5.867.322.678,5.867.322.678,-,,5867322678.0,,5867322678.0,5867322678.0,5867322678.0,
a),a),a),- Công ty TNHH MTV Cao su Chư Prống,2.127.268.060,-,2.127.268.060,2.127.268.060,2.127.268.060,-,,2127268060.0,,2127268060.0,2127268060.0,2127268060.0,
a),a),a),- Công ty TNHH MTV Cao su Chư Sê,2.020.511.618,-,2.020.511.618,2.020.511.618,2.020.511.618,-,,2020511618.0,,2020511618.0,2020511618.0,2020511618.0,
a),a),a),- Công ty TNHH MTV Cao su Mang Yang,4.827.111.942,-,4.827.111.942,4.827.111.942,4.827.111.942,-,,4827111942.0,,4827111942.0,4827111942.0,4827111942.0,
a),a),a),- Công ty TNHH MTV Cao su Kon Tum,9.334.228.714,-,9.334.228.714,9.334.228.714,9.334.228.714,-,,9334228714.0,,9334228714.0,9334228714.0,9334228714.0,
a),a),a),- Công ty TNHH MTV Cao su Quảng Nam,3.379.710.185,(540.753.630),1.351.884.074,1.140.600.000,3.590.994.259,(540.753.630),,3379710185.0,-540753630.0,1351884074.0,1140600000.0,3590994259.0,-540753630.0
