row_label_raw,row_label_full,31/12/2022 > Giá trị,31/12/2022 > Dự phòng,01/01/2022 > Giá trị,01/01/2022 > Dự phòng,numeric__31/12/2022 > Dự phòng,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Dự phòng
VND,VND,VND,VND,VND,VND,,,
1.510.083.284.011,VND > 1.510.083.284.011,1.510.083.284.011,(10.726.862.225),1.664.515.631.809,(10.726.862.225),-10726862225.0,1664515631809.0,-10726862225.0
6.922.169.876,VND > 6.922.169.876,6.922.169.876,-,11.954.505.234,-,,11954505234.0,
291.703.232,VND > 291.703.232,291.703.232,-,291.703.232,-,,291703232.0,
7.684.293.342,VND > 7.684.293.342,7.684.293.342,-,4.131.686.588,-,,4131686588.0,
517.750.191.774,VND > 517.750.191.774,517.750.191.774,(8.752.000.000),805.695.747.942,(8.752.000.000),-8752000000.0,805695747942.0,-8752000000.0
39.983.719.415,VND > 39.983.719.415,39.983.719.415,(1.655.399.709),28.663.881.187,(1.655.399.709),-1655399709.0,28663881187.0,-1655399709.0
6.668.824.480,VND > 6.668.824.480,6.668.824.480,(319.462.516),6.344.351.571,(319.462.516),-319462516.0,6344351571.0,-319462516.0
59.133.669.602,VND > 59.133.669.602,59.133.669.602,-,41.806.225.854,-,,41806225854.0,
813.028.370.674,VND > 813.028.370.674,813.028.370.674,-,719.478.771.437,-,,719478771437.0,
40.930.055.864,VND > 40.930.055.864,40.930.055.864,-,35.823.529.725,-,,35823529725.0,
2.041.100.000,VND > 2.041.100.000,2.041.100.000,-,3.000.000,-,,3000000.0,
15.014.165.980,VND > 15.014.165.980,15.014.165.980,-,9.747.221.729,-,,9747221729.0,
1.943.907,VND > 1.943.907,1.943.907,-,149.829,-,,149829.0,
633.075.865,VND > 633.075.865,633.075.865,-,574.857.481,-,,574857481.0,
5.761.471.809,VND > 5.761.471.809,5.761.471.809,-,5.800.037.452,-,,5800037452.0,
2.697.168.577,VND > 2.697.168.577,2.697.168.577,-,2.697.168.577,-,,2697168577.0,
1.682.059.438,VND > 1.682.059.438,1.682.059.438,-,1.702.539.162,-,,1702539162.0,
1.382.243.794,VND > 1.382.243.794,1.382.243.794,-,1.400.329.713,-,,1400329713.0,
1.515.844.755.820,VND > 1.515.844.755.820,1.515.844.755.820,(10.726.862.225),1.670.315.669.261,(10.726.862.225),-10726862225.0,1670315669261.0,-10726862225.0
