row_label_raw,row_label_full,31/12/2022 > Giá trị,31/12/2022 > Dự phòng,01/01/2022 > Giá trị,01/01/2022 > Dự phòng,numeric__31/12/2022 > Dự phòng,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Dự phòng
VND,VND,VND,VND,VND,VND,,,
122.766.300,122.766.300,122.766.300,-,-,-,,,
122.766.300,122.766.300,122.766.300,-,-,-,,,
186.850.311.602,122.766.300 > 186.850.311.602,186.850.311.602,(488.211.600),6.652.932.779,(309.886.200),-488211600.0,6652932779.0,-309886200.0
8.449.682.952,122.766.300 > 8.449.682.952,8.449.682.952,-,5.552.452.029,-,,5552452029.0,
72.450.919.800,72.450.919.800,72.450.919.800,-,-,-,,,
40.610.327.500,40.610.327.500,40.610.327.500,-,-,-,,,
23.700.000.002,23.700.000.002,23.700.000.002,-,-,-,,,
41.639.381.348,23.700.000.002 > 41.639.381.348,41.639.381.348,(488.211.600),1.100.480.750,(309.886.200),-488211600.0,1100480750.0,-309886200.0
186.973.077.902,23.700.000.002 > 186.973.077.902,186.973.077.902,(488.211.600),6.652.932.779,(309.886.200),-488211600.0,6652932779.0,-309886200.0
