row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2022 > VND,01/01/2022 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2022 > VND,numeric__01/01/2022 > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,39.195.886.516.125,39.140.717.831.882,,,39195886516125.0,39140717831882.0
210,210,210,I. Các khoản phải thu dài hạn,,2.797.029.518.092,2.468.736.572.278,,,2797029518092.0,2468736572278.0
215,215,215,1. Phải thu về cho vay dài hạn,7,914.620.109.166,1.028.591.918.750,,7.0,914620109166.0,1028591918750.0
216,216,216,2. Phải thu dài hạn khác,8,2.353.606.871.679,1.924.921.841.570,,8.0,2353606871679.0,1924921841570.0
219,219,219,3. Dự phòng phải thu dài hạn khó đòi,,(471.197.462.753),(484.777.188.042),,,-471197462753.0,-484777188042.0
220,220,220,II. Tài sản cố định,,113.448.748.416,113.361.880.573,,,113448748416.0,113361880573.0
221,221,221,1. Tài sản cố định hữu hình,11,101.858.996.358,102.062.295.173,,11.0,101858996358.0,102062295173.0
222,222,222,- Nguyên giá,,260.251.569.024,256.347.284.891,,,260251569024.0,256347284891.0
223,223,223,- Giá trị hao môn lũy kế,,(158.392.572.666),(154.284.989.718),,,-158392572666.0,-154284989718.0
227,227,227,2. Tài sản cố định vô hình,12,11.589.752.058,11.299.585.400,,12.0,11589752058.0,11299585400.0
228,228,228,- Nguyên giá,,21.331.140.870,20.842.140.870,,,21331140870.0,20842140870.0
229,229,229,- Giá trị hao môn lũy kế,,(9.741.388.812),(9.542.555.470),,,-9741388812.0,-9542555470.0
240,240,240,IV. Tài sản dở dang dài hạn,,,1.213.590.909,,,,1213590909.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,,1.213.590.909,,,,1213590909.0
250,250,250,V. Các khoản đầu tư tài chính dài hạn,4,36.282.349.574.958,36.554.719.874.692,,4.0,36282349574958.0,36554719874692.0
251,251,251,1. Đầu tư vào công ty con,,31.403.255.726.363,31.388.155.726.363,,,31403255726363.0,31388155726363.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,5.726.415.986.994,5.749.855.611.109,,,5726415986994.0,5749855611109.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,226.550.826.239,203.111.202.124,,,226550826239.0,203111202124.0
254,254,254,4. Dự phòng giảm giá đầu tư tài chính dài hạn,,(1.073.872.964.638),(786.402.664.904),,,-1073872964638.0,-786402664904.0
260,260,260,VI. Tài sản dài hạn khác,,3.058.674.659,2.685.913.430,,,3058674659.0,2685913430.0
261,261,261,1. Chi phí trả trước dài hạn,,3.058.674.659,2.685.913.430,,,3058674659.0,2685913430.0
270,270,270,TỔNG CỘNG TÀI SẢN,,43.842.781.958.288,43.694.289.224.181,,,43842781958288.0,43694289224181.0
