row_label_raw,row_label_full,col_0,31/12/2022 > Giá gốc,31/12/2022 > Giá trị có thể thu hồi,01/01/2022 > Giá gốc,01/01/2022 > Giá trị có thể thu hồi,numeric__31/12/2022 > Giá gốc,numeric__31/12/2022 > Giá trị có thể thu hồi,numeric__01/01/2022 > Giá gốc,numeric__01/01/2022 > Giá trị có thể thu hồi
,,,VND,VND,VND,VND,,,,
Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,,,,
+ Công ty CP Đầu Tư Xây dựng Cao su,Các đối tượng tại Văn phòng Tập đoàn > + Công ty CP Đầu Tư Xây dựng Cao su,+ Công ty CP Đầu Tư Xây dựng Cao su,8.752.000.000,-,8.752.000.000,-,8752000000.0,,8752000000.0,
+ Công ty CP Chứng khoán Cao su,Các đối tượng tại Văn phòng Tập đoàn > + Công ty CP Chứng khoán Cao su,+ Công ty CP Chứng khoán Cao su,9.184.524.709,-,9.184.524.709,-,9184524709.0,,9184524709.0,
+ Công ty CP Cao su Phú Riềng Kratie,Các đối tượng tại Văn phòng Tập đoàn > + Công ty CP Cao su Phú Riềng Kratie,+ Công ty CP Cao su Phú Riềng Kratie,92.278.244.169,-,92.278.244.169,-,92278244169.0,,92278244169.0,
+ Công ty Cổ phần Gỗ MDF VRG Kiên Giang,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần Gỗ MDF VRG Kiên Giang,+ Công ty Cổ phần Gỗ MDF VRG Kiên Giang,181.362.095.404,-,181.362.095.404,24.145.242.245,181362095404.0,,181362095404.0,24145242245.0
+ Công ty CP Xây dựng Địa ốc Cao Su,Các đối tượng tại Văn phòng Tập đoàn > + Công ty CP Xây dựng Địa ốc Cao Su,+ Công ty CP Xây dựng Địa ốc Cao Su,770.964.000,282.752.400,770.964.000,461.077.800,770964000.0,282752400.0,770964000.0,461077800.0
+ Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Các đối tượng tại Văn phòng Tập đoàn > + Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,+ Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,3.024.431.307,907.329.392,3.024.431.307,907.329.392,3024431307.0,907329392.0,3024431307.0,907329392.0
+ Công ty TNHH MTV Cao su Quảng Nam,Các đối tượng tại Văn phòng Tập đoàn > + Công ty TNHH MTV Cao su Quảng Nam,+ Công ty TNHH MTV Cao su Quảng Nam,5.212.280.392,4.436.699.537,5.212.280.392,4.436.699.537,5212280392.0,4436699537.0,5212280392.0,4436699537.0
+ Công ty TNHH MTV Cao su Thành Hóa,Các đối tượng tại Văn phòng Tập đoàn > + Công ty TNHH MTV Cao su Thành Hóa,+ Công ty TNHH MTV Cao su Thành Hóa,1.821.182.957,1.652.218.566,1.821.182.957,1.652.218.566,1821182957.0,1652218566.0,1821182957.0,1652218566.0
Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),,,,
+ Các khách hàng cho,Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \) > + Các khách hàng cho,+ Các khách hàng cho,688.916.316.807,346.744.790.922,726.612.751.977,378.130.314.442,688916316807.0,346744790922.0,726612751977.0,378130314442.0
+ Các khoản cho vay theo hình thức Repo cổ phiếu\( ^{(2)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \) > + Các khoản cho vay theo hình thức Repo cổ phiếu\( ^{(2)} \),+ Các khoản cho vay theo hình thức Repo cổ phiếu\( ^{(2)} \),51.796.359.215,4.634.960.000,51.856.359.215,6.729.800.000,51796359215.0,4634960000.0,51856359215.0,6729800000.0
,,,1.043.118.398.960,358.658.750.817,1.080.874.834.130,416.462.681.982,1043118398960.0,358658750817.0,1080874834130.0,416462681982.0
