row_label_raw,row_label_full,col_0,Mã chứng khoán,31/12/2022 > Giá gốc,31/12/2022 > Giá trị hợp lý,31/12/2022 > Dự phòng,01/01/2022 > Giá gốc,01/01/2022 > Giá trị hợp lý,01/01/2022 > Dự phòng,numeric__Mã chứng khoán,numeric__31/12/2022 > Giá gốc,numeric__31/12/2022 > Giá trị hợp lý,numeric__31/12/2022 > Dự phòng,numeric__01/01/2022 > Giá gốc,numeric__01/01/2022 > Giá trị hợp lý,numeric__01/01/2022 > Dự phòng
Công ty con đầu tư trên 50% vốn,Công ty con đầu tư trên 50% vốn,Công ty con đầu tư trên 50% vốn,,VND,VND,VND,VND,VND,VND,,,,,,,
- Công ty Cổ phần Cao su Bà Rịa (1),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Bà Rịa (1),- Công ty Cổ phần Cao su Bà Rịa (1),BRR,1.096.524.000.000,2.643.719.364.000,-,1.096.524.000.000,2.911.271.220.000,-,,1096524000000.0,2643719364000.0,,1096524000000.0,2911271220000.0,
- Công ty Cổ phần Cao su Tân Biên (1),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Tân Biên (1),- Công ty Cổ phần Cao su Tân Biên (1),RTB,865.905.530.000,1.912.785.315.770,-,865.905.530.000,2.565.678.085.390,-,,865905530000.0,1912785315770.0,,865905530000.0,2565678085390.0,
- Công ty Cổ phần VRG - Bảo Lộc,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần VRG - Bảo Lộc,- Công ty Cổ phần VRG - Bảo Lộc,,245.618.689.229,,-,245.618.689.229,,-,,245618689229.0,,,245618689229.0,,
- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị (1),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Gỗ MDF Geruco Quảng Trị (1),- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị (1),MDF,303.951.362.000,498.012.616.200,-,303.951.362.000,1.122.749.569.480,-,,303951362000.0,498012616200.0,,303951362000.0,1122749569480.0,
- Công ty Cổ phần Thủy điện Geruco Sông Côn (4),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Thủy điện Geruco Sông Côn (4),- Công ty Cổ phần Thủy điện Geruco Sông Côn (4),,191.250.000.000,,-,191.250.000.000,,-,,191250000000.0,,,191250000000.0,,
- Công ty Cổ phần Công nghiệp và XNK Cao su,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Công nghiệp và XNK Cao su,- Công ty Cổ phần Công nghiệp và XNK Cao su,RBC,89.540.605.515,,-,89.540.605.515,,-,,89540605515.0,,,89540605515.0,,
- Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên (4),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên (4),- Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên (4),,269.179.671.747,,(24.628.198.237),269.179.671.747,,(26.745.653.646),,269179671747.0,,-24628198237.0,269179671747.0,,-26745653646.0
- Công ty Cổ phần VRG - ĐắkNông (4),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần VRG - ĐắkNông (4),- Công ty Cổ phần VRG - ĐắkNông (4),,206.085.048.366,,-,206.085.048.366,,-,,206085048366.0,,,206085048366.0,,
- Công ty Cổ phần Thế thao Ngôi sao Geru (1),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Thế thao Ngôi sao Geru (1),- Công ty Cổ phần Thế thao Ngôi sao Geru (1),GER,6.232.160.000,,-,6.232.160.000,14.447.280.000,-,,6232160000.0,,,6232160000.0,14447280000.0,
- Công ty Cổ phần Cao su Sa Thầy,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Sa Thầy,- Công ty Cổ phần Cao su Sa Thầy,,404.916.761.911,,-,404.916.761.911,,-,,404916761911.0,,,404916761911.0,,
- Công ty Cổ phần Cao su Sơn La,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Sơn La,- Công ty Cổ phần Cao su Sơn La,,723.532.016.495,,(27.684.009.254),723.532.016.495,,(28.007.476.466),,723532016495.0,,-27684009254.0,723532016495.0,,-28007476466.0
- Công ty Cổ phần Cao su Tây Ninh (1),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Tây Ninh (1),- Công ty Cổ phần Cao su Tây Ninh (1),TRC,390.600.000.000,549.000.000.000,-,390.600.000.000,963.000.000.000,-,,390600000000.0,549000000000.0,,390600000000.0,963000000000.0,
