row_label_raw,row_label_full,col_0,Môi quan hệ,31/12/2022,01/01/2022,numeric__Môi quan hệ,numeric__31/12/2022,numeric__01/01/2022
,,,Môi quan hệ,VND,VND,,,
Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,,13.322.169.876,19.954.505.234,,13322169876.0,19954505234.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,6.400.000.000,8.000.000.000,,6400000000.0,8000000000.0
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,6.922.169.876,11.954.505.234,,6922169876.0,11954505234.0
Phải thu về Phí thẩm định giá doanh nghiệp,Phải thu về Phí thẩm định giá doanh nghiệp,Phải thu về Phí thẩm định giá doanh nghiệp,,291.703.232,291.703.232,,291703232.0,291703232.0
- Công ty TNHH MTV cao su Phú Riếng,- Công ty TNHH MTV cao su Phú Riếng,- Công ty TNHH MTV cao su Phú Riếng,Công ty con,43.453.719,43.453.719,,43453719.0,43453719.0
- Công ty TNHH MTV cao su Lộc Ninh,- Công ty TNHH MTV cao su Lộc Ninh,- Công ty TNHH MTV cao su Lộc Ninh,Công ty con,56.387.544,56.387.544,,56387544.0,56387544.0
- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,Công ty con,27.816.792,27.816.792,,27816792.0,27816792.0
- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,Công ty con,39.326.235,39.326.235,,39326235.0,39326235.0
- Công ty CP cao su Phước Hòa,- Công ty CP cao su Phước Hòa,- Công ty CP cao su Phước Hòa,Công ty con,124.718.942,124.718.942,,124718942.0,124718942.0
Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,,2.347.206.871.679,1.916.921.841.570,,2347206871679.0,1916921841570.0
- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,Công ty con,524.552.659.475,241.414.442.889,,524552659475.0,241414442889.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,213.738.989.400,213.738.989.400,,213738989400.0,213738989400.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,26.200.000.000,19.000.000.000,,26200000000.0,19000000000.0
- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,17.000.000.000,17.000.000.000,,17000000000.0,17000000000.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,153.947.926.443,134.947.926.443,,153947926443.0,134947926443.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,101.435.911.551,101.435.911.551,,101435911551.0,101435911551.0
- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,Công ty con,277.607.996.594,244.607.996.594,,277607996594.0,244607996594.0
- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,Công ty con,50.469.466.667,50.469.466.667,,50469466667.0,50469466667.0
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,213.499.736.801,209.999.736.801,,213499736801.0,209999736801.0
- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,Công ty con,3.000.000.000,3.000.000.000,,3000000000.0,3000000000.0
- Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,Công ty con,131.471.502.915,103.471.502.915,,131471502915.0,103471502915.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,128.379.941.190,130.379.941.190,,128379941190.0,130379941190.0
- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,84.291.291.160,75.893.131.160,,84291291160.0,75893131160.0
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,122.312.843.369,122.312.843.369,,122312843369.0,122312843369.0
- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,Công ty con,153.283.653.523,103.235.000.000,,153283653523.0,103235000000.0
- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Công ty con,141.083.000.000,141.083.000.000,,141083000000.0,141083000000.0
- Trung tâm Y tế Cao su,- Trung tâm Y tế Cao su,- Trung tâm Y tế Cao su,Công ty con,4.931.952.591,4.931.952.591,,4931952591.0,4931952591.0
Phải thu Cổ tức lợi nhuận được chia,Phải thu Cổ tức lợi nhuận được chia,Phải thu Cổ tức lợi nhuận được chia,,508.998.191.774,796.943.747.942,,508998191774.0,796943747942.0
- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,Công ty con,18.000.000.000,18.000.000.000,,18000000000.0,18000000000.0
- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,Công ty con,361.056.040.000,225.660.025.000,,361056040000.0,225660025000.0
- Công ty CP Gỗ MDF VRG - Dongwha,- Công ty CP Gỗ MDF VRG - Dongwha,- Công ty CP Gỗ MDF VRG - Dongwha,Công ty liên kết,,196.000.000.000,,,196000000000.0
- Công ty CP VRG Khải Hoàn,- Công ty CP VRG Khải Hoàn,- Công ty CP VRG Khải Hoàn,Công ty con,,59.206.400.000,,,59206400000.0
- Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,Công ty con,,21.042.786.600,,,21042786600.0
- Công ty CP Cao Su Chư Sê - Kampongthom,- Công ty CP Cao Su Chư Sê - Kampongthom,- Công ty CP Cao Su Chư Sê - Kampongthom,Công ty liên kết,,11.393.076.842,,,11393076842.0
- Công ty CP Cao Su Việt Lào,- Công ty CP Cao Su Việt Lào,- Công ty CP Cao Su Việt Lào,Công ty liên kết,,11.208.050.000,,,11208050000.0
- Công ty CP Khu Công Nghiệp Nam Tân Uyên,- Công ty CP Khu Công Nghiệp Nam Tân Uyên,- Công ty CP Khu Công Nghiệp Nam Tân Uyên,Công ty liên kết,29.403.000.000,39.204.000.000,,29403000000.0,39204000000.0
- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,Công ty con,,36.000.000.000,,,36000000000.0
- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,Công ty con,54.826.200.000,49.343.580.000,,54826200000.0,49343580000.0
