row_label_raw,row_label_full,col_0,Số phải thuđầu kỳ,Số phải nộpđầu kỳ,Số phải nộptrong kỳ,Số đã thực nộptrong kỳ,Số phải thucuối kỳ,Số phải nộpcuối kỳ,numeric__Số phải thuđầu kỳ,numeric__Số phải nộpđầu kỳ,numeric__Số phải nộptrong kỳ,numeric__Số đã thực nộptrong kỳ,numeric__Số phải thucuối kỳ,numeric__Số phải nộpcuối kỳ
,,,VND,VND,VND,VND,VND,VND,,,,,,
Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,40.740.748.772,-,26.569.082.805,27.128.621.537,41.300.287.504,-,40740748772.0,,26569082805.0,27128621537.0,41300287504.0,
Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,33.132.521.750,-,-,-,33.132.521.750,-,33132521750.0,,,,33132521750.0,
Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,-,490.985.922,6.197.380.643,6.117.236.060,-,571.130.505,,490985922.0,6197380643.0,6117236060.0,,571130505.0
"Thuế Nhà đất, Tiền thuê đất","Thuế Nhà đất, Tiền thuê đất","Thuế Nhà đất, Tiền thuê đất",-,-,3.240.764.382,3.262.561.676,21.797.294,-,,,3240764382.0,3262561676.0,21797294.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,-,3.000.000,3.000.000,-,-,,,3000000.0,3000000.0,,
"Phí, lệ phí và các khoản phải nộp khác (*)","Phí, lệ phí và các khoản phải nộp khác (*)","Phí, lệ phí và các khoản phải nộp khác (*)",27.051.323.632,-,-,-,27.051.323.632,-,27051323632.0,,,,27051323632.0,
,,,100.924.594.154,490.985.922,36.010.227.830,36.511.419.273,101.505.930.180,571.130.505,100924594154.0,490985922.0,36010227830.0,36511419273.0,101505930180.0,571130505.0
