row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm 2022 > VND,Năm 2021 > VND,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm 2022 > VND,numeric__Năm 2021 > VND
27,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,2.297.898.240.544,2.497.919.650.067,,,2297898240544.0,2497919650067.0
30,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,2.143.739.889.901,2.910.085.498.328,,,2143739889901.0,2910085498328.0
III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
34,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,1. Tiền trả nợ gốc vay,,(31.514.615.908),(31.514.615.908),,,-31514615908.0,-31514615908.0
36,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,"2. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(1.638.024.238.168),(2.400.239.426.050),,,-1638024238168.0,-2400239426050.0
40,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(1.669.538.854.076),(2.431.754.041.958),,,-1669538854076.0,-2431754041958.0
50,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong kỳ,,(175.930.115.514),72.330.464.596,,,-175930115514.0,72330464596.0
60,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và tương đương tiền đầu kỳ,,646.721.075.534,574.629.969.923,,,646721075534.0,574629969923.0
61,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,240.798.691,(239.358.985),,,240798691.0,-239358985.0
70,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và tương đương tiền cuối kỳ,3,471.031.758.711,646.721.075.534,,3.0,471031758711.0,646721075534.0
