row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2022,Năm 2021,numeric__Mối quan hệ,numeric__Năm 2022,numeric__Năm 2021
,,,Mối quan hệ,VND,VND,,,
Mua hàng hóa (tiếp theo),Mua hàng hóa (tiếp theo),Mua hàng hóa (tiếp theo),Mua hàng hóa (tiếp theo),Mua hàng hóa (tiếp theo),Mua hàng hóa (tiếp theo),,,
- Công ty CP cao su Bà Rịa,Mua hàng hóa (tiếp theo) > - Công ty CP cao su Bà Rịa,- Công ty CP cao su Bà Rịa,Công ty con,17.038.441.600,-,,17038441600.0,
- Công ty TNHH MTV Cao su Thanh Hóa,Mua hàng hóa (tiếp theo) > - Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,11.989.687.500,41.524.761.600,,11989687500.0,41524761600.0
- Công ty TNHH MTV Cao su Phú Riếng,Mua hàng hóa (tiếp theo) > - Công ty TNHH MTV Cao su Phú Riếng,- Công ty TNHH MTV Cao su Phú Riếng,Công ty con,2.878.223.040,20.733.489.839,,2878223040.0,20733489839.0
"- BA RIA KAMPONG THOM APHIVATH CAOUTCHOUC CO., LTD","Mua hàng hóa (tiếp theo) > - BA RIA KAMPONG THOM APHIVATH CAOUTCHOUC CO., LTD","- BA RIA KAMPONG THOM APHIVATH CAOUTCHOUC CO., LTD",Thành viên trong Tập đoàn,-,66.457.144.358,,,66457144358.0
"- BEAN HEACK INVESTMENT CO.,LTD","Mua hàng hóa (tiếp theo) > - BEAN HEACK INVESTMENT CO.,LTD","- BEAN HEACK INVESTMENT CO.,LTD",Thành viên trong Tập,25.995.140.640,31.301.651.285,,25995140640.0,31301651285.0
"- C.R.C.K.2 APHIVATH CAOUTCHOUC CO., LTD","Mua hàng hóa (tiếp theo) > - C.R.C.K.2 APHIVATH CAOUTCHOUC CO., LTD","- C.R.C.K.2 APHIVATH CAOUTCHOUC CO., LTD",Thành viên trong Tập đoàn,25.981.915.680,35.192.448.698,,25981915680.0,35192448698.0
"- C.R.C.K. APHIVATH CAOUTCHOUC Co., LTD","Mua hàng hóa (tiếp theo) > - C.R.C.K. APHIVATH CAOUTCHOUC Co., LTD","- C.R.C.K. APHIVATH CAOUTCHOUC Co., LTD",Thành viên trong Tập đoàn,114.739.581.489,95.985.155.668,,114739581489.0,95985155668.0
"- Hoang Anh Mang Yang K.Apivath Caoutchouc Co.,Ltd","Mua hàng hóa (tiếp theo) > - Hoang Anh Mang Yang K.Apivath Caoutchouc Co.,Ltd","- Hoang Anh Mang Yang K.Apivath Caoutchouc Co.,Ltd",Thành viên trong Tập đoàn,82.716.004.644,13.066.536.000,,82716004644.0,13066536000.0
"- TAN BIEN - KAMPONG THOM APHIVATH CAOUTCHOUC CO., LTD","Mua hàng hóa (tiếp theo) > - TAN BIEN - KAMPONG THOM APHIVATH CAOUTCHOUC CO., LTD","- TAN BIEN - KAMPONG THOM APHIVATH CAOUTCHOUC CO., LTD",Thành viên trong Tập đoàn,69.981.797.717,55.550.265.683,,69981797717.0,55550265683.0
- Công ty TNHH MTV CPPT Cao Su Dầu Tiếng - Việt Lào,Mua hàng hóa (tiếp theo) > - Công ty TNHH MTV CPPT Cao Su Dầu Tiếng - Việt Lào,- Công ty TNHH MTV CPPT Cao Su Dầu Tiếng - Việt Lào,Thành viên trong Tập đoàn,114.384.964.500,-,,114384964500.0,
"- DONG PHU KRATIE APHIVATH CAOUTCHOUC CO., LTD","Mua hàng hóa (tiếp theo) > - DONG PHU KRATIE APHIVATH CAOUTCHOUC CO., LTD","- DONG PHU KRATIE APHIVATH CAOUTCHOUC CO., LTD",Thành viên trong Tập đoàn,45.288.099.360,-,,45288099360.0,
"- TAY NINH SIEMREAP APHIVATH CAOUTCHOUC CO., LTD","Mua hàng hóa (tiếp theo) > - TAY NINH SIEMREAP APHIVATH CAOUTCHOUC CO., LTD","- TAY NINH SIEMREAP APHIVATH CAOUTCHOUC CO., LTD",Thành viên trong Tập đoàn,37.819.156.620,-,,37819156620.0,
