row_label_raw,row_label_full,col_0,Môi quan hệ,Năm 2022,Năm 2021,numeric__Môi quan hệ,numeric__Năm 2022,numeric__Năm 2021
,,,Môi quan hệ,VND,VND,,,
Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,Cổ tức lợi nhuận được chia,,815.441.519.898,1.443.865.097.022,,815441519898.0,1443865097022.0
- Công ty CP Cao su Việt Lào,- Công ty CP Cao su Việt Lào,- Công ty CP Cao su Việt Lào,Công ty liên kết,8.758.411.244,24.275.614.496,,8758411244.0,24275614496.0
- Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,- Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,- Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,Công ty nhận đầu tư,,1.558.912.000,,,1558912000.0
- Công ty CP Quasa-Geruco,- Công ty CP Quasa-Geruco,- Công ty CP Quasa-Geruco,Công ty con,15.494.100.733,,,15494100733.0,
- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,Công ty con,77.931.497.700,173.181.106.000,,77931497700.0,173181106000.0
- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,Công ty con,10.142.150.000,,,10142150000.0,
- Công ty CP Cao su Bến Thành,- Công ty CP Cao su Bến Thành,- Công ty CP Cao su Bến Thành,Công ty liên kết,7.254.789.600,6.045.658.000,,7254789600.0,6045658000.0
- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,Công ty con,48.000.000.000,72.000.000.000,,48000000000.0,72000000000.0
- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,Công ty con,34.200.000.000,34.200.000.000,,34200000000.0,34200000000.0
- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,Công ty con,361.056.040.000,406.188.045.000,,361056040000.0,406188045000.0
- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,Công ty con,76.756.680.000,71.274.060.000,,76756680000.0,71274060000.0
- Công ty CP Khu công nghiệp Nam Tân Uyên,- Công ty CP Khu công nghiệp Nam Tân Uyên,- Công ty CP Khu công nghiệp Nam Tân Uyên,Công ty liên kết,34.303.500.000,68.607.000.000,,34303500000.0,68607000000.0
- Công ty CP Đầu tư Sài Gòn VRG,- Công ty CP Đầu tư Sài Gòn VRG,- Công ty CP Đầu tư Sài Gòn VRG,Công ty nhận đầu tư,3.222.400.000,4.301.204.000,,3222400000.0,4301204000.0
- Công ty CP VRG Khải Hoàn,- Công ty CP VRG Khải Hoàn,- Công ty CP VRG Khải Hoàn,Công ty con,29.603.200.000,281.230.400.000,,29603200000.0,281230400000.0
- Công ty CP Chế biến Gỗ Thuận An,- Công ty CP Chế biến Gỗ Thuận An,- Công ty CP Chế biến Gỗ Thuận An,Công ty nhận đầu tư,950.016.100,1.341.199.200,,950016100.0,1341199200.0
- Công ty CP MDF VRG - Dongwha,- Công ty CP MDF VRG - Dongwha,- Công ty CP MDF VRG - Dongwha,Công ty liên kết,,196.000.000.000,,,196000000000.0
- Công ty Cổ phần Cao su Bà Rịa,- Công ty Cổ phần Cao su Bà Rịa,- Công ty Cổ phần Cao su Bà Rịa,Công ty liên kết,25.304.948.567,17.313.912.177,,25304948567.0,17313912177.0
- Công ty Cổ phần Cao su Chư Sê Kampongthom,- Công ty Cổ phần Cao su Chư Sê Kampongthom,- Công ty Cổ phần Cao su Chư Sê Kampongthom,Công ty liên kết,,28.481.389.153,,,28481389153.0
- Công ty Cổ phần EVN Quốc tế,- Công ty Cổ phần EVN Quốc tế,- Công ty Cổ phần EVN Quốc tế,Công ty nhận đầu tư,19.872.000.000,4.320.000.000,,19872000000.0,4320000000.0
- Công ty CP Du lịch Quốc tế Vũng Tàu,- Công ty CP Du lịch Quốc tế Vũng Tàu,- Công ty CP Du lịch Quốc tế Vũng Tàu,Công ty nhận đầu tư,,184.800.000,,,184800000.0
- Tổng Công ty Xây dựng Thủy Lợi 4 - CTCP,- Tổng Công ty Xây dựng Thủy Lợi 4 - CTCP,- Tổng Công ty Xây dựng Thủy Lợi 4 - CTCP,Công ty nhận đầu tư,,1.627.918.800,,,1627918800.0
- Công ty Cổ phần Thế thao Ngôi Sao Geru,- Công ty Cổ phần Thế thao Ngôi Sao Geru,- Công ty Cổ phần Thế thao Ngôi Sao Geru,Công ty con,424.920.000,,,424920000.0,
- Công ty CP Xuất Khẩu Cao Su VRG Nhật Bản,- Công ty CP Xuất Khẩu Cao Su VRG Nhật Bản,- Công ty CP Xuất Khẩu Cao Su VRG Nhật Bản,Công ty con,500.000.000,,,500000000.0,
- Công ty CP Công nghiệp An Điền,- Công ty CP Công nghiệp An Điền,- Công ty CP Công nghiệp An Điền,Công ty liên kết,7.700.000.000,,,7700000000.0,
- Công ty CP Cao su Krông Buk - Ratanakiri,- Công ty CP Cao su Krông Buk - Ratanakiri,- Công ty CP Cao su Krông Buk - Ratanakiri,Công ty liên kết,2.417.675.274,,,2417675274.0,
- Công ty CP Đầu tư và Phát triển VRG Long Thành,- Công ty CP Đầu tư và Phát triển VRG Long Thành,- Công ty CP Đầu tư và Phát triển VRG Long Thành,Công ty nhận đầu tư,7.700.000.000,7.700.000.000,,7700000000.0,7700000000.0
- Công ty Cổ phần Gỗ MDF Genuco Quảng Trị,- Công ty Cổ phần Gỗ MDF Genuco Quảng Trị,- Công ty Cổ phần Gỗ MDF Genuco Quảng Trị,Công ty con,42.553.190.680,36.333.878.196,,42553190680.0,36333878196.0
- Công ty Cổ phần Cơ khí Cao Su,- Công ty Cổ phần Cơ khí Cao Su,- Công ty Cổ phần Cơ khí Cao Su,Công ty con,1.296.000.000,7.700.000.000,,1296000000.0,7700000000.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,,26.655.269.796,27.690.503.182,,26655269796.0,27690503182.0
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,1.325.505.191,1.461.230.887,,1325505191.0,1461230887.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,1.846.226.275,2.356.436.942,,1846226275.0,2356436942.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,694.544.280,904.359.935,,694544280.0,904359935.0
- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,630.128.381,808.722.234,,630128381.0,808722234.0
- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,404.570.005,514.610.560,,404570005.0,514610560.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,877.257.518,924.227.957,,877257518.0,924227957.0
- Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,Công ty con,2.926.958.327,3.758.831.085,,2926958327.0,3758831085.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,286.137.211,359.297.293,,286137211.0,359297293.0
- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,Công ty con,1.394.047.735,2.040.414.964,,1394047735.0,2040414964.0
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,1.383.649.787,1.413.481.979,,1383649787.0,1413481979.0
