row_label_raw,row_label_full,col_0,01/01/2022 > Giá trị,01/01/2022 > Dự phòng,Trong ký > Tăng,Trong ký > Giảm,31/12/2022 > Giá trị,31/12/2022 > Dự phòng,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Dự phòng,numeric__Trong ký > Tăng,numeric__Trong ký > Giảm,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Dự phòng
,,,VND,VND,VND,VND,VND,VND,,,,,,
Dải hạn (tiếp theo),Dải hạn (tiếp theo),Dải hạn (tiếp theo),Dải hạn (tiếp theo),Dải hạn (tiếp theo),Dải hạn (tiếp theo),Dải hạn (tiếp theo),Dải hạn (tiếp theo),Dải hạn (tiếp theo),,,,,,
- Công ty TNHH MTV Cao su Chư Sê,Dải hạn (tiếp theo) > - Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,6.061.534.894,-,-,2.020.511.618,4.041.023.276,-,6061534894.0,,,2020511618.0,4041023276.0,
- Công ty TNHH MTV Cao su Mang Yang,Dải hạn (tiếp theo) > - Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,14.274.836.461,-,-,4.827.111.942,9.447.724.519,-,14274836461.0,,,4827111942.0,9447724519.0,
- Công ty TNHH MTV Cao su Quảng Nam,Dải hạn (tiếp theo) > - Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,12.166.916.627,-,-,1.351.884.074,10.815.032.553,-,12166916627.0,,,1351884074.0,10815032553.0,
- Công ty TNHH MTV Cao su Hà Tĩnh,Dải hạn (tiếp theo) > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,8.901.073.800,-,-,989.006.650,7.912.067.150,-,8901073800.0,,,989006650.0,7912067150.0,
- Công ty TNHH MTV Cao su Thanh Hóa,Dải hạn (tiếp theo) > - Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,5.059.768.184,-,-,562.194.000,4.497.574.184,-,5059768184.0,,,562194000.0,4497574184.0,
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Dải hạn (tiếp theo) > - Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,21.485.384.863,-,25.215.001.898,46.700.386.761,-,-,21485384863.0,,25215001898.0,46700386761.0,,
Các khoản cho vay sáp nhập từ Công ty Tài chính Cao su Việt Nam,Dải hạn (tiếp theo) > Các khoản cho vay sáp nhập từ Công ty Tài chính Cao su Việt Nam,Các khoản cho vay sáp nhập từ Công ty Tài chính Cao su Việt Nam,778.469.111.192,(393.608.996.750),-,37.756.435.170,740.712.676.022,(389.332.925.100),778469111192.0,-393608996750.0,,37756435170.0,740712676022.0,-389332925100.0
- Cho vay theo hình thức Repo cổ phiếu,Dải hạn (tiếp theo) > - Cho vay theo hình thức Repo cổ phiếu,- Cho vay theo hình thức Repo cổ phiếu,51.856.359.215,(45.126.559.215),-,60.000.000,51.796.359.215,(47.161.399.215),51856359215.0,-45126559215.0,,60000000.0,51796359215.0,-47161399215.0
+ Tô Đình Chiến,Dải hạn (tiếp theo) > + Tô Đình Chiến,+ Tô Đình Chiến,16.496.910.403,(16.496.910.403),-,-,16.496.910.403,(16.496.910.403),16496910403.0,-16496910403.0,,,16496910403.0,-16496910403.0
+ Công ty CP Đầu tư Kiến Quân,Dải hạn (tiếp theo) > + Công ty CP Đầu tư Kiến Quân,+ Công ty CP Đầu tư Kiến Quân,16.000.000.000,(16.000.000.000),-,-,16.000.000.000,(16.000.000.000),16000000000.0,-16000000000.0,,,16000000000.0,-16000000000.0
+ Vương Đăng,Dải hạn (tiếp theo) > + Vương Đăng,+ Vương Đăng,427.528.611,(427.528.611),-,60.000.000,367.528.611,(367.528.611),427528611.0,-427528611.0,,60000000.0,367528611.0,-367528611.0
+ Lê Thanh Nhã,Dải hạn (tiếp theo) > + Lê Thanh Nhã,+ Lê Thanh Nhã,18.931.920.201,(12.202.120.201),-,-,18.931.920.201,(14.296.960.201),18931920201.0,-12202120201.0,,,18931920201.0,-14296960201.0
- Các khách hàng khác,Dải hạn (tiếp theo) > - Các khách hàng khác,- Các khách hàng khác,726.612.751.977,(348.482.437.535),-,37.696.435.170,688.916.316.807,(342.171.525.885),726612751977.0,-348482437535.0,,37696435170.0,688916316807.0,-342171525885.0
,,,1.028.591.918.750,(484.777.188.042),25.215.001.898,139.186.811.482,914.620.109.166,(471.197.462.753),1028591918750.0,-484777188042.0,25215001898.0,139186811482.0,914620109166.0,-471197462753.0
