row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2022,Tại ngày 31/12/2022,Tại ngày 31/12/2022,Tại ngày 31/12/2022,Tại ngày 31/12/2022,Tại ngày 31/12/2022,Tại ngày 31/12/2022,,,,
Vay và nợ,Tại ngày 31/12/2022 > Vay và nợ,Vay và nợ,31.514.615.908,31.514.615.897,31.514.615.908,94.543.847.713,31514615908.0,31514615897.0,31514615908.0,94543847713.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2022 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",284.203.734.393,15.114.717.517,-,299.318.451.910,284203734393.0,15114717517.0,,299318451910.0
Chi phí phải trả,Tại ngày 31/12/2022 > Chi phí phải trả,Chi phí phải trả,6.068.645.808,-,-,6.068.645.808,6068645808.0,,,6068645808.0
,,,321.786.996.109,46.629.333.414,31.514.615.908,399.930.945.431,321786996109.0,46629333414.0,31514615908.0,399930945431.0
Tại ngày 01/01/2022,Tại ngày 01/01/2022,Tại ngày 01/01/2022,Tại ngày 01/01/2022,Tại ngày 01/01/2022,Tại ngày 01/01/2022,Tại ngày 01/01/2022,,,,
Vay và nợ,Tại ngày 01/01/2022 > Vay và nợ,Vay và nợ,31.514.615.908,31.514.615.897,63.029.231.816,126.058.463.621,31514615908.0,31514615897.0,63029231816.0,126058463621.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2022 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",170.638.528.793,15.114.717.517,-,185.753.246.310,170638528793.0,15114717517.0,,185753246310.0
Chi phí phải trả,Tại ngày 01/01/2022 > Chi phí phải trả,Chi phí phải trả,2.900.259.055,-,-,2.900.259.055,2900259055.0,,,2900259055.0
,,,205.053.403.756,46.629.333.414,63.029.231.816,314.711.968.986,205053403756.0,46629333414.0,63029231816.0,314711968986.0
