row_label_raw,row_label_full,col_0,Môi quan hệ,Năm 2022,Năm 2021,numeric__Môi quan hệ,numeric__Năm 2022,numeric__Năm 2021
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,39.257.590.600,30.477.475.375,,39257590600.0,30477475375.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,98.304.064.868,47.676.324.990,,98304064868.0,47676324990.0
- Công ty TNHH MTV cao su Quảng trị,- Công ty TNHH MTV cao su Quảng trị,- Công ty TNHH MTV cao su Quảng trị,Công ty con,2.806.930.019,-,,2806930019.0,
- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,Công ty con,71.849.829.629,110.071.156.987,,71849829629.0,110071156987.0
- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Công ty con,211.234.893.842,266.264.572.508,,211234893842.0,266264572508.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,2.290.616.829,-,,2290616829.0,
- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,Công ty con,183.697.573.032,165.365.725.699,,183697573032.0,165365725699.0
- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,Công ty con,38.571.085.648,31.709.539.419,,38571085648.0,31709539419.0
- Trường Cao đẳng Công nghiệp cao su,- Trường Cao đẳng Công nghiệp cao su,- Trường Cao đẳng Công nghiệp cao su,Công ty con,6.335.145.079,-,,6335145079.0,
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,46.633.786.915,32.606.546.830,,46633786915.0,32606546830.0
- Viện nghiên cứu Cao su,- Viện nghiên cứu Cao su,- Viện nghiên cứu Cao su,Công ty con,690.182.008,289.917.803,,690182008.0,289917803.0
