row_label_raw,row_label_full,col_0,Môi quan hệ,Năm 2022,Năm 2021,numeric__Môi quan hệ,numeric__Năm 2022,numeric__Năm 2021
,,,Môi quan hệ,VND,VND,,,
Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,,27.326.342.607,31.523.859.874,,27326342607.0,31523859874.0
- Công ty CP Cao su Bến Thành,- Công ty CP Cao su Bến Thành,- Công ty CP Cao su Bến Thành,Công ty liên kết,23.862.504.960,28.036.310.400,,23862504960.0,28036310400.0
- Xí nghiệp Liên doanh Visorutex,- Xí nghiệp Liên doanh Visorutex,- Xí nghiệp Liên doanh Visorutex,Công ty liên kết,177.120.000,177.120.000,,177120000.0,177120000.0
- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,Công ty con,727.939.332,856.314.993,,727939332.0,856314993.0
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,-,61.392.862,,,61392862.0
- Công ty TNHH MTV cao su Chư Prông,- Công ty TNHH MTV cao su Chư Prông,- Công ty TNHH MTV cao su Chư Prông,Công ty con,24.221.131,-,,24221131.0,
- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,Công ty con,353.704.530,469.045.760,,353704530.0,469045760.0
- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Công ty con,984.884.239,793.566.585,,984884239.0,793566585.0
- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,Công ty con,175.107.272,175.107.272,,175107272.0,175107272.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,24.253.098,-,,24253098.0,
- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,Công ty con,-,78.928.914,,,78928914.0
- Công ty CP Cao su Việt Lào,- Công ty CP Cao su Việt Lào,- Công ty CP Cao su Việt Lào,Công ty liên kết,118.670.400,118.670.400,,118670400.0,118670400.0
- Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,Công ty con,44.548.363,44.548.360,,44548363.0,44548360.0
- Công ty CP Cao su Hoà Bình,- Công ty CP Cao su Hoà Bình,- Công ty CP Cao su Hoà Bình,Công ty con,176.428.391,-,,176428391.0,
- Công ty CP Cao su Chư Sê - Kampongthom,- Công ty CP Cao su Chư Sê - Kampongthom,- Công ty CP Cao su Chư Sê - Kampongthom,Công ty liên kết,43.743.272,43.743.272,,43743272.0,43743272.0
- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,Công ty con,130.156.364,130.156.364,,130156364.0,130156364.0
- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,Công ty con,279.104.891,334.998.328,,279104891.0,334998328.0
- Công ty CP Xuất khấu Cao su VRG Nhật Bản,- Công ty CP Xuất khấu Cao su VRG Nhật Bản,- Công ty CP Xuất khấu Cao su VRG Nhật Bản,Công ty con,203.956.364,203.956.364,,203956364.0,203956364.0
Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn,Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn,Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn,Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn,1.154.369.708.027,1.041.752.228.255,,1154369708027.0,1041752228255.0
- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,Công ty con,153.768.103.596,124.211.817.463,,153768103596.0,124211817463.0
- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,28.133.247.217,18.731.367.436,,28133247217.0,18731367436.0
- Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,Công ty con,101.954.830.735,82.046.917.480,,101954830735.0,82046917480.0
- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,38.326.044.868,20.302.674.734,,38326044868.0,20302674734.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,130.515.783.142,111.998.191.531,,130515783142.0,111998191531.0
