row_label_raw,row_label_full,col_0,col_1,01/01/2022 > Giá trị,01/01/2022 > Số có khả năng trả nợ,Trong kỳ > Tăng,Trong kỳ > Giảm,31/12/2022 > Giá trị,31/12/2022 > Số có khả năng trả nợ,numeric__col_1,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Số có khả năng trả nợ,numeric__Trong kỳ > Tăng,numeric__Trong kỳ > Giảm,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,,,
a),a) > a),a),Vay dài hạn đến hạn trả,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0
a),a) > a),a),+ Ngân hàng TMCP Phát triển Việt Nam (Sở giao dịch 2) - Vay AFD (*),31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0
a),a) > a),a),+ Ngân hàng TMCP Phát triển Việt Nam (Sở giao dịch 2) - Vay AFD (*),31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0
b),b),b),Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,,,
b),b) > b),b),+ Ngân hàng TMCP Phát triển Việt Nam (Sở giao dịch 2) - Vay AFD (*),126.058.463.621,126.058.463.621,-,31.514.615.908,94.543.847.713,94.543.847.713,,126058463621.0,126058463621.0,,31514615908.0,94543847713.0,94543847713.0
b),b) > b),b),+ Ngân hàng TMCP Phát triển Việt Nam (Sở giao dịch 2) - Vay AFD (*),126.058.463.621,126.058.463.621,-,31.514.615.908,94.543.847.713,94.543.847.713,,126058463621.0,126058463621.0,,31514615908.0,94543847713.0,94543847713.0
b),b) > b),b),Khoản đến hạn trả trong vòng 12 tháng,(31.514.615.908),(31.514.615.908),(31.514.615.908),(31.514.615.908),(31.514.615.908),(31.514.615.908),,-31514615908.0,-31514615908.0,-31514615908.0,-31514615908.0,-31514615908.0,-31514615908.0
b),b) > b),b),Khoản đến hạn trả sau 12 tháng,94.543.847.713,94.543.847.713,,,63.029.231.805,63.029.231.805,,94543847713.0,94543847713.0,,,63029231805.0,63029231805.0
