row_label_raw,row_label_full,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích (*),Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích (*),numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Tỉnh Hà Tĩnh,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Tỉnh Hà Tĩnh,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Tỉnh Thanh Hóa,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Quảng Trị,- Công ty TNHH MTV Cao su Quảng Trị,- Công ty TNHH MTV Cao su Quảng Trị,Tỉnh Quảng Trị,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Tỉnh Bình Thuận,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,Tỉnh Quảng Ngãi,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Trường Cao đẳng Công nghiệp Cao su,- Trường Cao đẳng Công nghiệp Cao su,- Trường Cao đẳng Công nghiệp Cao su,Thành phố Hồ Chí Minh,"100,00%","100,00%",Đào tạo,,1.0,1.0,
- Tạp chí Cao su Việt Nam,- Tạp chí Cao su Việt Nam,- Tạp chí Cao su Việt Nam,Thành phố Hồ Chí Minh,"100,00%","100,00%",Hành chính sự nghiệp,,1.0,1.0,
- Trung tâm Y tế Cao su,- Trung tâm Y tế Cao su,- Trung tâm Y tế Cao su,Thành phố Hồ Chí Minh,"100,00%","100,00%",Y tế,,1.0,1.0,
- Viện Nghiên cứu Cao su Việt Nam,- Viện Nghiên cứu Cao su Việt Nam,- Viện Nghiên cứu Cao su Việt Nam,Thành phố Hồ Chí Minh,"100,00%","100,00%",Nghiên cứu cao su,,1.0,1.0,
