row_label_raw,row_label_full,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích (*),Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích (*),numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,Tỉnh Đồng Nai,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,Tỉnh Bình Phước,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,Tỉnh Bình Dương,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Tỉnh Bình Phước,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Tỉnh Bình Phước,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Krong Buk,- Công ty TNHH MTV Cao su Krong Buk,- Công ty TNHH MTV Cao su Krong Buk,Tỉnh Đắk Lắk,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Tỉnh Đắk Lắk,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Tỉnh Gia Lai,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Tỉnh Gia Lai,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,Tỉnh Kon Tum,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,Tỉnh Gia Lai,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Tỉnh Gia Lai,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Tỉnh Quảng Nam,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Tỉnh Quảng Nam,"100,00%","100,00%","Trồng, khai thác và kinh doanh cao su",,1.0,1.0,
