row_label_raw,row_label_full,"Nhận ký quỹ, ký cược dài hạn",3.680.996.517,3.680.996.517_1,numeric__3.680.996.517,numeric__3.680.996.517_1
Nhận ủy thác đầu tư góp vốn vào Công ty CP VRG - Đắk Nông,Nhận ủy thác đầu tư góp vốn vào Công ty CP VRG - Đắk Nông,Nhận ủy thác đầu tư góp vốn vào Công ty CP VRG - Đắk Nông,11.433.721.000,11.433.721.000,11433721000.0,11433721000.0
,,,15.114.717.517,15.114.717.517,15114717517.0,15114717517.0
Trong đó: Phải trả khác là các bên liên quan,Trong đó: Phải trả khác là các bên liên quan,Trong đó: Phải trả khác là các bên liên quan,37.276.902.395,21.071.300.054,37276902395.0,21071300054.0
