row_label_raw,row_label_full,col_0,1/1/2019(dã điều chỉnh lại)VND,1/1/2019(theo báo cáotrước đây)VND,numeric__1/1/2019(dã điều chỉnh lại)VND,numeric__1/1/2019(theo báo cáotrước đây)VND
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,1.128.786.266.023,903.786.266.023,1128786266023.0,903786266023.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,450.751.808.800,675.751.808.800,450751808800.0,675751808800.0
