row_label_raw,row_label_full,Lợi nhuận thuần trong năm phân bổ cho các cổ đông công ty mẹ (VND),2019 > 518.732.727.686,2018 > 438.096.563.180,numeric__2019 > 518.732.727.686,numeric__2018 > 438.096.563.180
"Số phân bổ vào quỹ khen thưởng, phúc lợi (VND) (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi (VND) (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi (VND) (*)",(76.252.061.332),(67.440.039.224),-76252061332.0,-67440039224.0
Lợi nhuận thuần thuộc về các cổ đông phổ thông của Tập đoàn Đệt May Việt Nam (VND),Lợi nhuận thuần thuộc về các cổ đông phổ thông của Tập đoàn Đệt May Việt Nam (VND),Lợi nhuận thuần thuộc về các cổ đông phổ thông của Tập đoàn Đệt May Việt Nam (VND),442.480.666.354,370.656.523.956,442480666354.0,370656523956.0
Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm (số cổ phiếu),Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm (số cổ phiếu),Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm (số cổ phiếu),500.000.000,500.000.000,500000000.0,500000000.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),885,741,885.0,741.0
