row_label_raw,row_label_full,STT,Tên đơn vị,Tổng tỷ lệ sở hữu của Tập đoàn > 31/12/2019,Tổng tỷ lệ sở hữu của Tập đoàn > 1/1/2019,Tỷ lệ sở hữu của công ty mẹ trực tiếp > 31/12/2019,Tỷ lệ sở hữu của công ty mẹ trực tiếp > 1/1/2019,Giá trị đầu tư của công ty mẹ trực tiếp theo giá gốc khoản đầu tư VND > 31/12/2019,Giá trị đầu tư của công ty mẹ trực tiếp theo giá gốc khoản đầu tư VND > 1/1/2019,Giá trị đầu tư của các công ty khác trong Tập đoàn theo giá gốc khoản đầu tư VND > 31/12/2019,Giá trị đầu tư của các công ty khác trong Tập đoàn theo giá gốc khoản đầu tư VND > 1/1/2019,numeric__Tên đơn vị,numeric__Tổng tỷ lệ sở hữu của Tập đoàn > 31/12/2019,numeric__Tổng tỷ lệ sở hữu của Tập đoàn > 1/1/2019,numeric__Tỷ lệ sở hữu của công ty mẹ trực tiếp > 31/12/2019,numeric__Tỷ lệ sở hữu của công ty mẹ trực tiếp > 1/1/2019,numeric__Giá trị đầu tư của công ty mẹ trực tiếp theo giá gốc khoản đầu tư VND > 31/12/2019,numeric__Giá trị đầu tư của công ty mẹ trực tiếp theo giá gốc khoản đầu tư VND > 1/1/2019,numeric__Giá trị đầu tư của các công ty khác trong Tập đoàn theo giá gốc khoản đầu tư VND > 31/12/2019,numeric__Giá trị đầu tư của các công ty khác trong Tập đoàn theo giá gốc khoản đầu tư VND > 1/1/2019
Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội,,,,,,,,,
1,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội > 1,1,Cty Cổ phần Thời trang Hanosimex,"37,42%","37,42%","65,00%","65,00%",5.850.000.000,5.850.000.000,-,-,,0.37420000000000003,0.37420000000000003,0.65,0.65,5850000000.0,5850000000.0,,
2,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội > 2,2,Công ty Cổ phần Đệt May Hoàng Thị Loan,"43,70%","43,70%","75,90%","75,90%",26.653.336.785,26.653.336.785,-,-,,0.43700000000000006,0.43700000000000006,0.759,0.759,26653336785.0,26653336785.0,,
3,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội > 3,3,Công ty Cổ phần Thương mại Hải Phòng Hanosimex,"29,40%","29,40%","51,07%","51,07%",5.107.360.406,5.107.000.000,-,-,,0.294,0.294,0.5107,0.5107,5107360406.0,5107000000.0,,
4,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội > 4,4,Công ty Cổ phần May Halotexco,"37,75%","37,75%","53,64%","53,64%",3.755.000.000,3.755.000.000,1.100.000.000,1.100.000.000,,0.3775,0.3775,0.5364,0.5364,3755000000.0,3755000000.0,1100000000.0,1100000000.0
5,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội > 5,5,Công ty Cổ phần May Hải Phòng Hanosimex,"34,67%","34,67%","50,00%","50,00%",1.250.000.000,1.250.000.000,500.000.000,500.000.000,,0.3467,0.3467,0.5,0.5,1250000000.0,1250000000.0,500000000.0,500000000.0
6,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội > 6,6,Công ty TNHH Một thành viên Hà Nam – Hanosimex,"57,57%","57,57%",100%,100%,100.000.000.000,100.000.000.000,-,-,,0.5757,0.5757,1.0,1.0,100000000000.0,100000000000.0,,
7,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội > 7,7,Công ty Cổ phần Đệt Hà Đông Hanosimex,"31,10%","31,10%","53,23%","53,23%",13.039.194.560,13.039.194.560,-,-,,0.311,0.311,0.5323,0.5323,13039194560.0,13039194560.0,,
8,Công ty con của Tổng Công ty Cổ phần Đệt May Hà Nội > 8,8,Công ty Cổ phần Đệt kim Hanosimex,"77,27%","77,27%","51,32%","51,32%",19.500.000.000,19.500.000.000,13.274.943.881,13.274.943.881,,0.7726999999999999,0.7726999999999999,0.5132,0.5132,19500000000.0,19500000000.0,13274943881.0,13274943881.0
