row_label_raw,row_label_full,col_0,Chi phí di dòi VND,Khác VND,Tổng cộng VND,numeric__Chi phí di dòi VND,numeric__Khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,68.001.284.965,2.675.092.625,70.676.377.590,68001284965.0,2675092625.0,70676377590.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,-,2.746.088.196,2.746.088.196,,2746088196.0,2746088196.0
Dự phòng hoàn nhập trong năm,Dự phòng hoàn nhập trong năm,Dự phòng hoàn nhập trong năm,(43.335.616.395),-,(43.335.616.395),-43335616395.0,,-43335616395.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,24.665.668.570,5.421.180.821,30.086.849.391,24665668570.0,5421180821.0,30086849391.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,
Dự phòng phải trả ngắn hạn,Trong đó: > Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,-,2.314.337.751,2.314.337.751,,2314337751.0,2314337751.0
Dự phòng phải trả dài hạn,Trong đó: > Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,24.665.668.570,3.106.843.070,27.772.511.640,24665668570.0,3106843070.0,27772511640.0
